year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.7000,5.4400,-13.0300,18.4700,12.9303
1981,2.9000,7.4300,-12.2500,19.6800,57.0830
1982,1.3000,7.3700,-11.7000,19.0700,24.7877
1983,4.9000,6.7300,-12.7800,19.5000,95.5635
1984,5.1000,6.3800,-13.7000,20.0800,102.3990
1985,2.7000,5.3200,-13.3900,18.7100,50.5160
1986,2.2000,7.2900,-12.9200,20.2100,44.4697
1987,11.8000,7.1600,-10.6600,17.8200,210.3125
1988,5.5000,5.3900,-12.0900,17.4800,96.1299
1989,12.1000,7.4800,-10.7000,18.1800,219.9970
1990,7.5000,7.4300,-10.5700,17.9900,134.9621
1991,8.0000,5.9200,-10.7200,16.6400,133.1515
1992,2.0000,7.4200,-10.6800,18.1100,36.2149
1993,10.8000,7.0900,-11.7600,18.8400,203.5226
1994,2.4000,7.8600,-10.6700,18.5300,44.4688
1995,3.8000,5.6400,-10.2700,15.9100,60.4632
1996,3.5000,5.9300,-12.4900,18.4200,64.4833
1997,3.2000,8.8000,-10.1400,18.9400,60.6222
1998,6.2000,8.9700,-9.7700,18.7400,116.1790
1999,0.1000,8.3000,-9.2500,17.5500,1.7554
2000,5.8000,8.1500,-12.1100,20.2600,117.5010
2001,3.7000,7.7500,-9.7600,17.5100,64.7992
2002,2.2000,7.5700,-8.4200,15.9900,35.1868
2003,9.2000,7.8700,-11.8000,19.6800,181.0409
2004,2.7000,8.4600,-9.8500,18.3100,49.4291
2005,4.6000,7.5000,-11.5500,19.0500,87.6196
2006,8.8000,7.7200,-12.2100,19.9300,175.3804
2007,3.7000,8.2700,-9.0300,17.3000,64.0042
2008,4.5000,9.0700,-12.1200,21.1900,95.3373
2009,0.2000,8.9400,-9.7600,18.7100,3.7411
2010,2.0000,5.4600,-11.9200,17.3800,34.7507
2011,4.9000,6.5700,-12.0300,18.6000,91.1488
2012,0.9000,8.3900,-11.9100,20.3000,18.2741
2013,2.0000,9.0100,-10.9000,19.9200,39.8371
2014,0.4000,9.4500,-8.6900,18.1400,7.2564
2015,2.3000,7.9600,-9.4400,17.4000,40.0297
2016,4.9000,8.9100,-10.9000,19.8000,97.0251
2017,11.5000,9.1600,-8.0400,17.2000,197.7592
2018,3.7000,11.3100,-10.4500,21.7600,80.5108
2019,3.1000,9.0000,-11.5300,20.5300,63.6534
