year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,12.7000,6.7500,-10.8100,17.5700,223.0957
1981,62.2000,8.3600,-14.0700,22.4400,1395.6117
1982,14.5000,8.0900,-8.8800,16.9700,246.0853
1983,54.8000,8.7900,-10.0800,18.8700,1034.2097
1984,17.2000,6.7300,-10.9200,17.6500,303.6400
1985,76.4000,7.1800,-10.9300,18.1100,1383.7276
1986,25.6000,7.8700,-12.2400,20.1000,514.6651
1987,31.7000,6.7100,-8.4700,15.1700,481.0261
1988,18.8000,6.8000,-8.1900,15.0000,281.9373
1989,33.3000,9.3200,-5.8700,15.1800,505.5567
1990,44.2000,8.3700,-7.5500,15.9100,703.2562
1991,36.6000,7.8500,-8.3200,16.1600,591.6204
1992,30.1000,8.6500,-6.7100,15.3600,462.3341
1993,26.2000,8.4100,-7.1300,15.5400,407.2581
1994,29.8000,7.9500,-8.3400,16.2900,485.4434
1995,31.6000,7.2900,-7.2100,14.5000,458.2099
1996,14.4000,7.4500,-8.7000,16.1500,232.5130
1997,45.7000,8.3500,-8.1000,16.4500,751.9681
1998,40.7000,9.8600,-6.5100,16.3700,666.1165
1999,33.3000,8.2200,-7.2300,15.4600,514.7263
2000,51.6000,7.8700,-9.8500,17.7200,914.1884
2001,46.6000,8.1500,-10.3500,18.5000,862.3026
2002,37.0000,9.9400,-7.1700,17.1100,633.0396
2003,30.4000,9.3200,-7.0000,16.3200,496.2161
2004,52.2000,8.2700,-7.5000,15.7600,822.8284
2005,72.3000,7.4200,-9.5300,16.9600,1225.9303
2006,29.6000,7.5500,-9.8100,17.3700,514.0197
2007,46.5000,8.0300,-5.6600,13.6900,636.6041
2008,16.1000,9.2500,-8.2700,17.5200,282.0425
2009,77.4000,8.7600,-7.1400,15.9000,1230.5534
2010,53.9000,6.1700,-10.1100,16.2900,877.7654
2011,38.5000,7.4500,-9.7600,17.2100,662.7561
2012,12.2000,8.2400,-10.1700,18.4100,224.6090
2013,65.0000,6.7700,-11.1400,17.9200,1164.4797
2014,14.3000,9.4200,-7.5000,16.9200,241.9971
2015,46.3000,8.6400,-8.4900,17.1300,792.9781
2016,49.5000,9.0200,-8.7400,17.7600,879.2399
2017,68.7000,9.0200,-7.4100,16.4300,1128.7095
2018,18.4000,8.7600,-10.8400,19.6000,360.6956
2019,11.1000,8.7300,-8.2300,16.9700,188.3217
