year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,17.3000,3.5400,-15.1400,18.6700,323.0349
1981,36.3000,5.0000,-15.7300,20.7300,752.4613
1982,25.6000,5.4600,-12.5000,17.9600,459.7729
1983,42.1000,6.0100,-12.7800,18.8000,791.2797
1984,24.5000,3.4100,-15.1500,18.5600,454.6471
1985,58.0000,4.6300,-14.4200,19.0500,1105.0513
1986,32.5000,4.3200,-15.7600,20.0800,652.5129
1987,48.2000,3.9000,-12.6700,16.5700,798.5646
1988,27.1000,3.2800,-12.4400,15.7200,426.0115
1989,27.9000,5.7000,-10.8700,16.5700,462.3313
1990,32.0000,5.5400,-12.3100,17.8500,571.1729
1991,40.5000,4.2800,-12.4900,16.7700,679.2946
1992,29.5000,4.7500,-11.4500,16.2000,477.8514
1993,45.6000,4.8600,-12.0700,16.9300,772.1479
1994,30.7000,4.5600,-12.4000,16.9600,520.7995
1995,27.5000,3.7600,-11.7800,15.5400,427.3732
1996,20.1000,4.3200,-12.9700,17.2900,347.5927
1997,32.4000,4.7200,-11.9000,16.6200,538.5076
1998,29.2000,7.9300,-10.8500,18.7800,548.4846
1999,21.8000,4.0700,-11.3000,15.3600,334.9133
2000,38.8000,4.6900,-14.0100,18.6900,725.3093
2001,26.7000,5.1800,-14.6200,19.8000,528.6400
2002,32.7000,6.5800,-11.3100,17.8900,584.8719
2003,38.9000,5.8300,-12.6300,18.4600,718.2829
2004,64.0000,5.0700,-11.3100,16.3800,1048.2859
2005,54.5000,3.6500,-14.2300,17.8800,974.2783
2006,50.6000,4.1100,-14.5700,18.6800,945.0894
2007,57.7000,3.7800,-9.7500,13.5300,780.8301
2008,17.9000,6.6200,-12.9100,19.5300,349.6549
2009,101.4000,5.6300,-11.8200,17.4500,1769.4692
2010,51.7000,2.6000,-13.8000,16.4000,847.9911
2011,33.3000,3.8800,-14.0000,17.8800,595.3815
2012,18.9000,4.6700,-15.0600,19.7300,372.8772
2013,42.1000,3.5400,-14.9200,18.4600,777.0816
2014,40.4000,5.9200,-12.5200,18.4400,745.0033
2015,71.8000,5.9500,-12.1800,18.1300,1301.8120
2016,64.8000,6.4700,-12.5100,18.9700,1229.3021
2017,80.7000,5.7700,-11.1600,16.9300,1366.2159
2018,43.2000,6.4000,-14.8400,21.2400,917.5179
2019,41.3300,6.0400,-11.4300,17.4700,721.9346
