year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.3000,8.7500,-7.8800,16.6200,4.9873
1981,2.6000,10.0300,-6.3800,16.4200,42.6871
1982,7.5000,9.9000,-6.0100,15.9100,119.3337
1983,3.7000,8.9100,-7.1700,16.0800,59.4952
1984,3.0000,9.4000,-8.1500,17.5500,52.6353
1985,4.6000,9.3000,-7.7500,17.0500,78.4303
1986,1.1000,9.3000,-6.9800,16.2800,17.9092
1987,6.9000,10.0900,-3.7700,13.8600,95.6587
1988,7.3000,8.3300,-5.9700,14.3100,104.4515
1989,26.3000,9.3100,-7.0700,16.3800,430.9052
1990,21.5000,9.4800,-4.1200,13.6100,292.5750
1991,6.7000,9.6300,-4.5600,14.1800,95.0243
1992,6.9000,10.0700,-6.0900,16.1500,111.4564
1993,9.8000,9.7600,-5.9000,15.6600,153.4450
1994,3.7000,10.4900,-5.6700,16.1600,59.7928
1995,2.3000,9.3300,-5.1000,14.4300,33.1924
1996,2.8000,8.0700,-6.4200,14.4900,40.5702
1997,4.3000,11.1300,-4.2500,15.3800,66.1216
1998,3.3000,10.7800,-4.6400,15.4200,50.8842
1999,0.0000,11.0500,-3.4100,14.4500,0.0000
2000,7.7000,11.2200,-5.8700,17.0900,131.5670
2001,3.3000,10.3600,-2.8100,13.1700,43.4569
2002,6.9000,10.8000,-3.0900,13.8900,95.8185
2003,11.3000,10.1600,-4.9800,15.1400,171.0301
2004,0.5000,11.8500,-4.9900,16.8400,8.4222
2005,7.7000,11.0200,-5.5700,16.5900,127.7313
2006,11.6000,11.2700,-5.9400,17.2100,199.6310
2007,2.4000,10.7800,-3.5200,14.3000,34.3317
2008,15.0000,12.0800,-7.7900,19.8800,298.1893
2009,2.8000,11.3900,-3.8500,15.2300,42.6480
2010,17.7000,9.2000,-4.4500,13.6500,241.5866
2011,3.4000,9.4100,-5.9900,15.4100,52.3778
2012,6.5000,10.8600,-7.1500,18.0100,117.0528
2013,3.0000,12.8500,-4.0200,16.8600,50.5902
2014,7.5000,11.8500,-4.2100,16.0600,120.4332
2015,7.2000,11.3600,-3.8000,15.1500,109.1106
2016,36.3000,11.6700,-5.5100,17.1700,623.3766
2017,16.2000,11.1200,-2.2600,13.3800,216.7486
2018,6.5000,13.7700,-4.9000,18.6700,121.3450
2019,4.6000,11.7200,-5.3500,17.0700,78.5248
