year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.1000,9.8700,-9.7700,19.6400,21.6005
1981,2.2700,11.5000,-9.3000,20.8000,47.1391
1982,1.5700,11.2200,-9.5200,20.7500,32.5023
1983,0.3700,10.1900,-9.0700,19.2600,7.0605
1984,0.0000,10.5600,-10.4200,20.9800,0.0000
1985,1.5000,9.6200,-10.9100,20.5300,30.7961
1986,0.4000,10.7300,-9.0000,19.7300,7.8922
1987,0.0000,10.9300,-6.8700,17.8000,0.0000
1988,0.4000,9.6200,-8.9700,18.5900,7.4377
1989,0.1000,11.6200,-8.1200,19.7400,1.9741
1990,0.0000,11.0900,-6.4500,17.5300,0.0000
1991,0.0000,10.5200,-7.2200,17.7400,0.0000
1992,0.9000,11.4500,-8.6300,20.0900,18.0796
1993,0.0000,11.2100,-7.2500,18.4600,0.0000
1994,0.0000,11.0700,-8.0900,19.1600,0.0000
1995,0.8000,9.9700,-7.8500,17.8300,14.2618
1996,0.0000,10.0800,-9.2400,19.3200,0.0000
1997,0.0000,13.4200,-6.9800,20.4000,0.0000
1998,0.8000,12.0500,-7.7600,19.8100,15.8498
1999,0.7000,11.6000,-6.4800,18.0900,12.6614
2000,0.9000,12.0500,-8.2300,20.2700,18.2468
2001,0.2000,11.5300,-6.6300,18.1600,3.6314
2002,0.3000,11.6200,-7.0300,18.6500,5.5942
2003,1.6000,10.9900,-9.2800,20.2600,32.4218
2004,0.0000,13.0500,-7.5200,20.5600,0.0000
2005,1.2000,12.3600,-9.7800,22.1300,26.5611
2006,2.9000,11.8400,-9.8900,21.7200,62.9954
2007,0.9000,11.5300,-7.3100,18.8300,16.9505
2008,1.2000,13.0700,-10.5100,23.5800,28.2953
2009,2.4000,13.3400,-7.4100,20.7500,49.7979
2010,1.8000,9.7400,-8.8600,18.6000,33.4743
2011,1.1000,10.9200,-9.3800,20.3000,22.3259
2012,0.0000,12.2800,-9.2300,21.5100,0.0000
2013,0.6000,13.4600,-8.0300,21.4900,12.8912
2014,1.4700,13.0000,-6.3300,19.3200,28.3426
2015,0.0000,12.5200,-6.5600,19.0900,0.0000
2016,2.5000,12.8700,-7.4600,20.3300,50.8140
2017,1.9000,12.6800,-5.2500,17.9300,34.0741
2018,1.1000,12.6900,-6.5700,19.2600,21.1890
2019,1.4700,12.6900,-6.2700,18.9600,27.8099
