year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,13.2000,9.6800,-8.0900,17.7700,234.5047
1981,6.1000,11.8600,-8.4000,20.2500,123.5514
1982,6.3000,11.8300,-6.6300,18.4600,116.3074
1983,4.2000,11.4000,-6.9700,18.3700,77.1402
1984,0.5000,10.0000,-7.6500,17.6500,8.8242
1985,27.1000,9.8900,-8.3900,18.2700,495.1851
1986,7.2000,11.1900,-7.6700,18.8600,135.7616
1987,21.0000,9.9100,-5.8400,15.7500,330.7475
1988,1.5000,10.1800,-6.3500,16.5300,24.7915
1989,4.1000,12.3600,-4.5200,16.8800,69.2116
1990,14.6000,10.9400,-5.7700,16.7100,243.9367
1991,2.7000,9.9500,-5.4000,15.3500,41.4482
1992,8.4000,11.2600,-5.1500,16.4100,137.8834
1993,3.9000,11.3700,-5.1200,16.4900,64.3049
1994,2.9000,11.1800,-5.3300,16.5200,47.8962
1995,7.5000,10.4400,-5.5500,15.9900,119.9268
1996,4.3000,10.7800,-6.4800,17.2600,74.2161
1997,4.4000,12.0000,-5.3600,17.3600,76.3842
1998,6.8000,12.5900,-5.2000,17.7900,120.9585
1999,0.8000,10.8400,-4.0800,14.9200,11.9397
2000,13.0000,11.5300,-7.3100,18.8300,244.8533
2001,17.7000,11.9900,-6.1800,18.1700,321.6141
2002,1.5000,12.9500,-3.9900,16.9300,25.4018
2003,9.1000,11.7700,-5.4400,17.2100,156.6268
2004,6.7000,11.8300,-4.2800,16.1100,107.9484
2005,8.1000,10.8000,-6.4300,17.2300,139.5358
2006,14.4000,11.1600,-6.1200,17.2800,248.8762
2007,0.9000,11.0500,-4.0200,15.0700,13.5629
2008,8.7000,11.8100,-5.9200,17.7300,154.2759
2009,22.3000,12.1600,-4.8000,16.9600,378.2026
2010,13.2000,9.8500,-6.7300,16.5800,218.8279
2011,1.4000,11.6200,-6.1800,17.7900,24.9086
2012,6.8000,12.2000,-6.4300,18.6300,126.6816
2013,8.7000,10.0800,-7.4300,17.5100,152.3597
2014,1.3000,12.6700,-4.4100,17.0800,22.2062
2015,21.0000,12.0900,-4.4000,16.4900,346.2012
2016,6.0000,12.7700,-5.7500,18.5200,111.1402
2017,14.2000,12.9100,-3.8100,16.7200,237.4195
2018,0.0000,12.6300,-6.2400,18.8700,0.0000
2019,0.7000,12.6700,-5.5200,18.1900,12.7320
