year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,5.7000,4.1300,-20.3200,24.4500,139.3646
1981,14.4000,7.8400,-17.5800,25.4200,366.0981
1982,6.3000,7.6600,-16.1000,23.7600,149.6591
1983,3.5000,7.7100,-14.0900,21.8000,76.2996
1984,11.3000,4.8300,-19.5300,24.3600,275.2943
1985,11.9000,3.8700,-21.9600,25.8300,307.3971
1986,11.5000,7.1300,-17.8200,24.9400,286.8289
1987,27.9000,4.5600,-15.1500,19.7200,550.0876
1988,26.6000,4.0100,-17.7900,21.8000,579.9645
1989,15.7000,6.2900,-14.8600,21.1500,332.0247
1990,21.7000,8.0200,-12.3100,20.3400,441.2947
1991,19.0000,6.4500,-15.7100,22.1600,420.9565
1992,13.9000,6.3000,-14.4600,20.7600,288.5248
1993,26.2000,5.7900,-14.3000,20.0900,526.3624
1994,20.7000,6.0800,-17.4400,23.5100,486.7360
1995,9.1000,7.5100,-12.6300,20.1400,183.2527
1996,11.6000,6.6200,-15.9700,22.5900,262.0047
1997,13.5000,10.9700,-15.7500,26.7200,360.6554
1998,11.5000,6.0500,-16.4400,22.4900,258.6853
1999,15.7000,5.6100,-14.5500,20.1600,316.4900
2000,13.2000,8.7400,-15.5700,24.3100,320.8272
2001,21.0000,7.3800,-16.0400,23.4200,491.7601
2002,25.0000,7.1500,-16.3700,23.5200,588.0550
2003,23.6000,5.6400,-14.4700,20.1100,474.5738
2004,16.5000,8.0200,-17.1500,25.1700,415.3067
2005,32.4000,7.9300,-19.1500,27.0700,877.1572
2006,18.4000,6.7400,-17.1000,23.8400,438.6787
2007,15.1000,8.3400,-13.9500,22.2900,336.6483
2008,13.4000,10.5100,-15.5700,26.0700,349.3563
2009,12.6000,8.7400,-14.5200,23.2500,292.9820
2010,46.4000,3.1900,-18.0700,21.2600,986.5279
2011,18.2000,6.7100,-16.7400,23.4500,426.7474
2012,11.0000,9.1300,-19.2500,28.3800,312.1548
2013,27.1000,9.4800,-18.6800,28.1500,762.9998
2014,32.3000,7.4500,-15.6500,23.1000,746.0239
2015,17.3000,8.0400,-14.6200,22.6600,392.0209
2016,26.0000,9.0900,-15.0100,24.1000,626.7168
2017,25.1000,7.1400,-13.9700,21.1000,529.7288
2018,13.3000,8.6300,-16.6900,25.3200,336.7904
2019,28.2000,8.0700,-16.3500,24.4200,688.7557
