year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.5000,3.4500,-10.0700,13.5100,20.2692
1981,1.4000,4.0400,-9.6500,13.6900,19.1725
1982,1.2000,1.7800,-10.5200,12.3000,14.7657
1983,2.0000,1.5800,-11.9100,13.4800,26.9656
1984,3.4000,3.3100,-12.1700,15.4700,52.6064
1985,0.3000,2.9200,-10.1900,13.1100,3.9319
1986,2.9000,1.6100,-10.7300,12.3400,35.7851
1987,0.4000,2.9600,-9.2200,12.1800,4.8737
1988,0.6000,4.1600,-8.2800,12.4400,7.4620
1989,4.6000,3.6900,-10.8200,14.5100,66.7670
1990,0.5000,4.5600,-8.7600,13.3200,6.6616
1991,1.1000,4.5800,-9.2000,13.7700,15.1513
1992,0.4000,4.9900,-9.8000,14.7800,5.9135
1993,1.7000,4.9100,-8.8200,13.7300,23.3387
1994,1.4000,4.6100,-9.0000,13.6100,19.0568
1995,1.1000,4.1400,-10.2600,14.4000,15.8365
1996,0.0000,5.1800,-9.8800,15.0600,0.0000
1997,0.0000,5.8300,-9.9400,15.7700,0.0000
1998,0.2000,6.2200,-8.2700,14.4900,2.8981
1999,0.0000,5.7000,-7.5700,13.2700,0.0000
2000,2.4000,4.6600,-9.5600,14.2200,34.1284
2001,0.4000,4.3300,-8.5400,12.8700,5.1486
2002,2.6000,6.0300,-8.6500,14.6800,38.1776
2003,2.2000,4.8000,-7.9300,12.7300,28.0082
2004,0.9000,6.3800,-8.8900,15.2700,13.7415
2005,2.3000,5.3400,-7.4500,12.7900,29.4074
2006,2.4000,4.9900,-7.2200,12.2100,29.3048
2007,2.4000,7.0700,-9.2800,16.3500,39.2362
2008,5.8000,6.0100,-11.2300,17.2300,99.9507
2009,1.4000,5.8600,-7.6000,13.4600,18.8467
2010,5.2000,5.5600,-7.5200,13.0800,67.9980
2011,0.4000,5.4800,-8.8100,14.3000,5.7188
2012,0.3000,5.0700,-9.9800,15.0600,4.5166
2013,2.1000,6.6300,-8.5500,15.1800,31.8768
2014,0.1000,5.1400,-8.8100,13.9500,1.3950
2015,0.0000,6.0000,-8.0200,14.0200,0.0000
2016,0.1000,6.6300,-8.7300,15.3600,1.5363
2017,4.5000,5.5900,-7.2400,12.8300,57.7412
2018,1.0700,6.0700,-7.9100,13.9800,14.9154
2019,1.5300,6.0700,-7.8900,13.9600,21.4119
