year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.9000,6.2000,-12.5700,18.7800,16.8995
1981,0.9000,8.6300,-11.9500,20.5900,18.5273
1982,0.0000,7.7700,-9.5200,17.2900,0.0000
1983,0.1000,8.6100,-9.7100,18.3200,1.8317
1984,1.1000,6.7400,-11.3300,18.0700,19.8781
1985,5.5000,7.8400,-12.7800,20.6100,113.3810
1986,1.8000,8.1400,-11.9200,20.0600,36.1105
1987,9.7000,6.6900,-11.7900,18.4800,179.2797
1988,0.6000,6.7600,-10.0900,16.8500,10.1119
1989,1.4000,9.2700,-7.9900,17.2600,24.1649
1990,6.2000,9.1600,-10.8000,19.9600,123.7707
1991,1.0000,7.4700,-9.9200,17.3900,17.3884
1992,0.8000,8.3300,-8.6900,17.0200,13.6129
1993,4.1000,8.3900,-9.5300,17.9200,73.4771
1994,2.7000,8.1400,-10.0200,18.1600,49.0294
1995,3.7000,7.1700,-9.0600,16.2200,60.0209
1996,0.0000,8.6700,-9.6300,18.3000,0.0000
1997,2.0000,9.1800,-9.8600,19.0400,38.0852
1998,1.3000,11.0500,-9.3400,20.3900,26.5027
1999,2.0000,7.0600,-8.2100,15.2700,30.5375
2000,3.7000,8.9000,-10.8500,19.7500,73.0688
2001,11.5000,8.4700,-14.3800,22.8500,262.8206
2002,0.7000,10.8000,-7.5700,18.3700,12.8575
2003,0.9000,9.9500,-9.4600,19.4100,17.4710
2004,1.2000,8.9700,-8.3300,17.3000,20.7656
2005,3.5000,7.8900,-11.5600,19.4500,68.0719
2006,1.5000,8.0300,-11.1800,19.2100,28.8222
2007,1.2000,8.6800,-7.1700,15.8400,19.0127
2008,5.2000,10.3600,-9.3900,19.7600,102.7335
2009,0.2000,9.8000,-9.9100,19.7100,3.9413
2010,2.5000,6.0600,-12.3800,18.4400,46.1024
2011,13.6000,8.4600,-11.5100,19.9700,271.5595
2012,0.6000,8.8900,-11.8500,20.7400,12.4418
2013,8.4000,7.5900,-13.3400,20.9300,175.8223
2014,2.2000,10.1700,-9.0700,19.2500,42.3392
2015,8.2000,9.8400,-8.4300,18.2700,149.7797
2016,3.5000,10.3600,-10.1100,20.4700,71.6324
2017,0.0000,10.6400,-7.7600,18.4100,0.0000
2018,3.1000,10.3600,-11.5300,21.8900,67.8586
2019,1.6000,10.5200,-8.5300,19.0500,30.4758
