year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,9.5000,12.7400,-0.6700,13.4100,127.3654
1981,10.5000,14.9200,-1.0800,16.0000,168.0302
1982,9.3000,14.9600,-0.0500,15.0100,139.6319
1983,5.1000,14.6200,-0.2600,14.8800,75.9078
1984,1.0000,13.2200,-1.1800,14.4000,14.4041
1985,9.9000,13.3400,-0.7000,14.0400,138.9974
1986,11.6000,14.2000,-0.9200,15.1200,175.3673
1987,29.2000,13.7100,0.8700,12.8400,374.9851
1988,0.3000,13.5700,0.1600,13.4000,4.0204
1989,16.0000,14.2200,0.9000,13.3200,213.1834
1990,28.5000,13.7200,0.7000,13.0200,371.1526
1991,5.0000,12.6000,0.6500,11.9500,59.7505
1992,17.4000,13.8900,0.9600,12.9400,225.1111
1993,23.0000,13.8000,0.9400,12.8600,295.7567
1994,12.1000,14.7400,0.5800,14.1600,171.3375
1995,15.0000,13.9400,1.1500,12.7900,191.8199
1996,3.9000,13.5000,0.0200,13.4800,52.5815
1997,0.4000,14.6600,0.6300,14.0300,5.6110
1998,3.2000,14.3300,1.0800,13.2500,42.3976
1999,6.8000,14.7000,1.7400,12.9600,88.1581
2000,15.2000,14.8600,-0.0900,14.9600,227.3379
2001,30.8000,15.1800,1.4800,13.7000,421.9369
2002,4.7000,15.1400,1.8900,13.2500,62.2707
2003,12.7000,14.0500,0.4800,13.5700,172.3801
2004,4.3000,15.2800,1.5500,13.7400,59.0621
2005,9.2000,14.4600,0.1700,14.2900,131.4662
2006,21.3000,15.1800,0.7400,14.4400,307.5329
2007,0.4000,15.1200,1.6300,13.4900,5.3976
2008,11.4000,14.9700,0.1300,14.8400,169.1877
2009,0.0000,14.9300,1.5200,13.4100,0.0000
2010,11.7000,13.2500,0.8900,12.3600,144.6242
2011,16.1000,14.1000,-0.3400,14.4400,232.4649
2012,4.4000,15.3400,-0.1900,15.5300,68.3190
2013,53.2000,14.7500,-0.2300,14.9800,796.8782
2014,17.7000,16.5600,1.1000,15.4600,273.6561
2015,6.0000,14.8600,1.1100,13.7500,82.5183
2016,5.4000,15.9600,0.7000,15.2600,82.3910
2017,8.0000,15.8800,2.2900,13.5800,108.6709
2018,6.1000,16.6300,0.6100,16.0200,97.6975
2019,17.9000,15.6800,0.6900,15.0000,268.4663
