year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.3000,9.9800,-15.2300,25.2100,259.6331
1981,21.6000,12.2900,-14.7900,27.0800,584.9577
1982,2.2000,12.6100,-10.1500,22.7600,50.0668
1983,0.9000,12.5700,-10.2500,22.8300,20.5445
1984,9.1000,10.4500,-13.3600,23.8100,216.6849
1985,12.1000,9.5700,-17.6700,27.2400,329.5730
1986,7.6000,11.2800,-13.7300,25.0100,190.0630
1987,11.5000,10.0700,-10.8700,20.9500,240.8681
1988,21.9000,8.1800,-14.4400,22.6200,495.2827
1989,22.8000,10.6300,-12.1300,22.7600,518.9880
1990,16.0000,12.0600,-7.3200,19.3800,310.0584
1991,17.1000,11.6500,-11.6900,23.3400,399.0380
1992,7.5000,11.9900,-9.9600,21.9500,164.6547
1993,10.9000,10.2000,-10.7700,20.9700,228.5488
1994,22.2000,9.9100,-15.1900,25.1000,557.1664
1995,13.6000,11.5300,-11.1000,22.6300,307.7894
1996,11.8000,10.6000,-14.6200,25.2200,297.6189
1997,14.6000,15.9000,-12.4200,28.3200,413.4406
1998,16.9000,9.9100,-13.1700,23.0800,389.9932
1999,4.8000,10.7100,-10.3000,21.0100,100.8466
2000,9.0000,13.2900,-11.9900,25.2800,227.4935
2001,10.1000,13.1000,-11.7200,24.8300,250.7708
2002,21.0000,10.8100,-13.6800,24.5000,514.4006
2003,15.1000,9.8300,-11.3400,21.1800,319.7731
2004,17.3000,13.0300,-12.4100,25.4400,440.1740
2005,28.3000,12.2800,-15.1900,27.4700,777.4441
2006,26.0000,12.0900,-13.7100,25.8000,670.7466
2007,9.2000,12.1900,-12.0000,24.1900,222.5196
2008,7.4000,14.7600,-12.9300,27.6900,204.9341
2009,11.3000,13.0200,-10.4700,23.4900,265.4444
2010,19.9000,8.5500,-13.2800,21.8300,434.3502
2011,16.8000,10.2200,-14.2500,24.4600,410.9783
2012,8.4000,13.2500,-15.0600,28.3100,237.8170
2013,12.4000,13.3900,-14.7000,28.0900,348.3738
2014,16.4000,11.2300,-13.1900,24.4200,400.5122
2015,5.4000,13.1700,-10.7700,23.9400,129.2973
2016,20.6000,12.8500,-13.0100,25.8600,532.7140
2017,17.1000,11.3400,-11.0500,22.3900,382.9285
2018,9.3000,13.3400,-13.2300,26.5700,247.1340
2019,14.0000,11.6400,-14.3200,25.9600,363.4430
