year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,13.3000,3.9800,-10.3300,14.3200,190.4088
1981,22.6000,5.7500,-7.9600,13.7100,309.7958
1982,14.7000,5.1300,-9.3400,14.4700,212.7473
1983,8.2000,4.7300,-8.9000,13.6400,111.8143
1984,8.3000,3.7500,-11.4200,15.1700,125.8730
1985,15.9000,3.2700,-11.7900,15.0700,239.5512
1986,11.6000,3.1100,-9.6500,12.7600,147.9619
1987,20.7000,3.8400,-8.2800,12.1300,251.0245
1988,37.8000,3.1500,-9.7900,12.9500,489.3420
1989,17.6000,3.3600,-9.4700,12.8300,225.7850
1990,23.7000,4.6200,-8.4200,13.0400,309.0108
1991,19.1000,4.1600,-10.0200,14.1800,270.8560
1992,31.0000,3.9400,-8.0900,12.0300,372.9387
1993,20.9000,3.5800,-8.6400,12.2200,255.3617
1994,23.3000,3.5400,-10.6500,14.1900,330.6557
1995,17.9000,4.2000,-10.0300,14.2400,254.8151
1996,17.5000,2.5600,-10.8000,13.3700,233.8915
1997,9.4000,6.8000,-8.7800,15.5800,146.4936
1998,25.1000,3.1200,-9.8000,12.9300,324.4460
1999,27.7000,3.1800,-7.7700,10.9400,303.1143
2000,14.9000,5.3900,-8.4700,13.8600,206.4729
2001,11.9000,6.4300,-9.1500,15.5700,185.3287
2002,24.9000,4.6700,-8.9100,13.5800,338.1288
2003,26.2000,2.8700,-8.3800,11.2500,294.6513
2004,26.9000,5.1700,-8.9200,14.0900,379.0628
2005,34.5000,6.4700,-10.0400,16.5100,569.5417
2006,37.9000,6.1900,-9.4300,15.6200,592.0081
2007,18.5000,6.7100,-7.4100,14.1200,261.2776
2008,24.4000,7.1400,-11.9500,19.0900,465.8940
2009,22.4000,5.1800,-7.4600,12.6400,283.1685
2010,47.0000,4.3400,-8.5800,12.9200,607.1458
2011,18.1000,4.9700,-9.7600,14.7300,266.5841
2012,17.4000,5.7600,-11.2900,17.0500,296.6116
2013,25.6000,6.9500,-10.0700,17.0200,435.7126
2014,39.4000,5.5700,-10.2100,15.7800,621.8043
2015,19.2000,5.2400,-8.2200,13.4600,258.4371
2016,35.0000,7.4700,-7.5000,14.9700,523.8202
2017,36.7000,4.2700,-8.2900,12.5500,460.7548
2018,29.0300,5.6600,-7.8900,13.5500,393.4023
2019,31.7700,5.6600,-7.8300,13.4900,428.4741
