year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.4000,5.4700,-16.1600,21.6300,30.2860
1981,1.7000,7.5500,-15.0300,22.5800,38.3880
1982,1.1000,7.1300,-12.0000,19.1300,21.0399
1983,5.5000,7.8300,-13.5700,21.4000,117.6965
1984,0.6000,6.0300,-14.2600,20.3000,12.1778
1985,4.3000,7.1300,-15.2000,22.3200,95.9974
1986,2.0000,7.2400,-14.9800,22.2200,44.4405
1987,4.6000,5.6300,-14.2700,19.9000,91.5269
1988,1.7000,5.9600,-11.8900,17.8500,30.3410
1989,6.2000,8.2900,-10.7600,19.0500,118.0907
1990,10.6000,8.4200,-13.3300,21.7500,230.5451
1991,5.6000,6.7500,-11.9200,18.6700,104.5644
1992,0.7000,7.6000,-11.3200,18.9200,13.2446
1993,8.1000,7.8600,-12.3600,20.2300,163.8338
1994,4.3000,7.2600,-12.6300,19.8900,85.5212
1995,2.7000,6.4200,-11.4400,17.8500,48.2030
1996,1.7000,7.8500,-11.8000,19.6500,33.4050
1997,1.5000,8.1400,-11.9400,20.0800,30.1219
1998,1.8000,10.0900,-11.6300,21.7200,39.0905
1999,1.8000,5.9500,-10.4800,16.4300,29.5680
2000,6.4000,8.1500,-14.0400,22.1900,141.9921
2001,13.1000,7.9200,-17.7000,25.6200,335.6024
2002,2.2000,10.0200,-10.4900,20.5100,45.1162
2003,0.5000,8.9500,-12.0400,20.9900,10.4944
2004,0.6000,8.3200,-10.8400,19.1600,11.4981
2005,5.6000,7.3000,-14.9500,22.2500,124.6243
2006,3.9000,7.4700,-14.0400,21.5200,83.9086
2007,1.0000,7.8800,-9.6800,17.5600,17.5614
2008,1.2000,9.7100,-12.0700,21.7800,26.1335
2009,1.9000,8.6900,-12.0200,20.7100,39.3537
2010,4.2000,5.1300,-15.1000,20.2300,84.9678
2011,12.1000,7.2900,-15.3100,22.6000,273.4489
2012,1.4000,7.8500,-14.4200,22.2700,31.1716
2013,15.4000,6.1900,-17.5400,23.7300,365.3951
2014,3.9000,9.2200,-11.8300,21.0500,82.0936
2015,18.9000,8.6000,-11.9800,20.5800,388.9615
2016,9.5000,9.1000,-13.3300,22.4300,213.1233
2017,4.3000,9.3800,-10.4700,19.8400,85.3284
2018,3.6000,8.9800,-14.2500,23.2300,83.6139
2019,0.7000,9.4400,-10.8000,20.2400,14.1666
