year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,5.4000,4.1600,-5.9500,10.1000,54.5662
1981,9.8000,3.4600,-5.9200,9.3800,91.9216
1982,5.7000,3.3400,-7.0500,10.3800,59.1803
1983,5.2000,3.0900,-8.1900,11.2700,58.6227
1984,4.4000,4.6400,-5.4600,10.1000,44.4189
1985,6.2000,4.4500,-5.5700,10.0200,62.1168
1986,2.8000,3.5600,-6.0400,9.6000,26.8856
1987,10.8000,3.7900,-5.6300,9.4200,101.7151
1988,10.1000,4.3900,-5.7900,10.1800,102.8214
1989,6.9000,4.3800,-6.1000,10.4700,72.2543
1990,11.7000,2.7200,-6.0000,8.7100,101.9415
1991,13.2000,4.5100,-7.0500,11.5600,152.5595
1992,9.1000,4.4800,-7.1100,11.6000,105.5217
1993,13.0000,3.5700,-6.2800,9.8500,128.0437
1994,15.7000,3.8800,-5.2100,9.0800,142.6163
1995,10.4000,4.6100,-6.9300,11.5400,119.9904
1996,28.8000,4.9300,-7.4200,12.3500,355.5596
1997,8.9000,3.6200,-6.7900,10.4100,92.6460
1998,7.8000,4.6500,-6.5700,11.2200,87.4815
1999,9.1000,6.0400,-4.4400,10.4800,95.3401
2000,9.3000,3.2600,-6.7700,10.0300,93.2699
2001,26.5000,3.0000,-6.1000,9.1100,241.3254
2002,16.8000,4.4700,-5.4600,9.9200,166.7242
2003,6.5000,4.6100,-4.5100,9.1200,59.2645
2004,2.0000,5.6200,-4.4200,10.0400,20.0787
2005,12.6000,4.5100,-4.1300,8.6400,108.8467
2006,6.5000,4.4000,-2.6900,7.0900,46.0852
2007,7.7000,5.4600,-4.9500,10.4100,80.1639
2008,25.5000,5.0000,-4.5500,9.5400,243.3157
2009,3.2000,5.1300,-2.9400,8.0700,25.8254
2010,3.1000,5.6400,-3.9400,9.5800,29.7023
2011,8.6000,4.1200,-5.7900,9.9100,85.2034
2012,11.8000,3.6900,-5.2600,8.9400,105.5402
2013,9.8000,3.9400,-5.5400,9.4800,92.9057
2014,10.2000,4.3500,-6.0900,10.4300,106.4097
2015,15.9000,4.3300,-6.8100,11.1400,177.0626
2016,1.3000,4.5000,-6.2700,10.7700,13.9958
2017,7.0000,3.8000,-4.7800,8.5800,60.0593
2018,3.4000,3.8600,-4.4600,8.3200,28.2799
2019,16.9000,3.4200,-6.1700,9.5900,162.0436
