year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.2000,12.1700,-10.6500,22.8200,232.7869
1981,11.8000,12.6300,-8.1500,20.7800,245.2616
1982,3.2000,11.9900,-7.2100,19.2100,61.4582
1983,2.4000,10.8700,-8.7600,19.6400,47.1241
1984,6.6000,11.0400,-9.4200,20.4600,135.0290
1985,12.5000,10.8100,-13.3800,24.1900,302.4266
1986,0.8000,10.7400,-7.4200,18.1600,14.5281
1987,6.5000,11.3100,-6.6900,18.0100,117.0414
1988,12.8000,9.8400,-7.4400,17.2800,221.1394
1989,1.5000,10.8600,-6.1900,17.0400,25.5648
1990,13.1000,11.2600,-8.4800,19.7400,258.5756
1991,18.5000,11.1600,-7.8300,18.9900,351.3726
1992,24.2000,11.5100,-8.2300,19.7400,477.6676
1993,12.2000,11.4000,-5.7700,17.1800,209.5813
1994,12.5000,11.3000,-11.0100,22.3100,278.9161
1995,26.3000,11.1000,-8.9200,20.0200,526.4961
1996,16.9000,10.3200,-9.0400,19.3500,327.0768
1997,0.0000,13.0600,-6.8100,19.8700,0.0000
1998,12.4000,11.3400,-8.9700,20.3100,251.8335
1999,5.0000,11.9800,-5.8600,17.8400,89.2243
2000,5.4000,12.4400,-6.7400,19.1800,103.5472
2001,2.0000,12.3200,-6.4800,18.8000,37.6080
2002,15.0000,12.0400,-8.8200,20.8600,312.9033
2003,24.5000,10.6300,-9.4600,20.0900,492.2151
2004,10.4000,12.4500,-7.4100,19.8500,206.4748
2005,25.8000,12.2500,-9.8200,22.0700,569.3474
2006,24.8000,12.6000,-10.6300,23.2300,575.9950
2007,3.9000,13.5300,-11.2400,24.7700,96.6043
2008,13.0000,13.3800,-10.3900,23.7600,308.9318
2009,2.2000,12.5100,-5.7200,18.2300,40.1054
2010,12.8000,11.4800,-8.7300,20.2100,258.6367
2011,8.2000,11.7000,-7.6300,19.3300,158.5422
2012,10.6000,12.4900,-9.2800,21.7700,230.7778
2013,2.0000,13.4300,-9.7000,23.1300,46.2697
2014,3.2000,11.8700,-7.5800,19.4500,62.2560
2015,8.2000,12.5800,-7.9300,20.5000,168.1319
2016,6.8000,13.2300,-6.3500,19.5800,133.1729
2017,5.0000,12.1300,-4.7900,16.9200,84.6101
2018,7.2000,12.6500,-5.8900,18.5400,133.4844
2019,6.6300,12.6500,-5.8900,18.5400,122.9492
