year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.0000,13.6000,-5.4800,19.0900,0.0000
1981,0.4000,14.7700,-4.8500,19.6200,7.8469
1982,0.0000,13.4800,-5.0600,18.5500,0.0000
1983,3.2000,12.9900,-6.1800,19.1700,61.3551
1984,0.0000,13.7800,-7.3100,21.0900,0.0000
1985,0.2000,13.0400,-6.7400,19.7800,3.9560
1986,0.0000,12.4700,-4.7500,17.2200,0.0000
1987,0.0000,13.5300,-4.0400,17.5700,0.0000
1988,0.0000,12.3600,-4.6000,16.9700,0.0000
1989,0.4000,12.6400,-4.9900,17.6300,7.0508
1990,0.0000,13.7200,-3.6600,17.3800,0.0000
1991,1.6000,13.0400,-5.6100,18.6500,29.8369
1992,1.0000,13.4700,-4.7400,18.2100,18.2124
1993,3.0000,13.4500,-3.9100,17.3600,52.0830
1994,2.3000,12.9100,-5.0200,17.9300,41.2409
1995,9.1000,12.8200,-5.5200,18.3400,166.8793
1996,0.2000,12.9800,-5.9800,18.9500,3.7906
1997,0.1000,14.9100,-4.2500,19.1600,1.9159
1998,0.0000,13.9100,-4.8800,18.7800,0.0000
1999,3.3000,14.0800,-3.7800,17.8500,58.9212
2000,0.0000,14.5700,-4.6500,19.2200,0.0000
2001,0.7000,14.6500,-4.9100,19.5700,13.6974
2002,4.0000,14.4700,-5.1700,19.6400,78.5535
2003,2.9000,13.5500,-5.0300,18.5900,53.8980
2004,0.0000,15.0400,-4.5000,19.5400,0.0000
2005,0.4000,14.0700,-4.8400,18.9200,7.5660
2006,4.8000,13.8800,-6.3200,20.2100,96.9991
2007,0.0000,14.9500,-3.8500,18.8000,0.0000
2008,5.4000,15.3900,-8.4000,23.7900,128.4494
2009,4.6000,14.9000,-3.8000,18.7000,86.0047
2010,0.4000,13.3300,-3.6000,16.9300,6.7722
2011,0.0000,13.6900,-6.5200,20.2100,0.0000
2012,0.5000,14.0000,-6.6000,20.6000,10.2978
2013,0.6000,15.2500,-4.7400,19.9900,11.9953
2014,0.8000,13.6200,-4.9200,18.5300,14.8264
2015,0.8000,15.5100,-4.2300,19.7300,15.7848
2016,8.7000,15.9500,-4.2800,20.2300,176.0033
2017,2.4000,15.1100,-3.0100,18.1200,43.4823
2018,1.7000,15.6100,-4.9300,20.5400,34.9177
2019,5.6000,14.9300,-5.5600,20.5000,114.7770
