year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,18.9000,3.4800,-19.7200,23.2000,438.4060
1981,12.3000,4.6700,-18.2300,22.9000,281.7187
1982,20.6000,5.3100,-15.3200,20.6300,424.9979
1983,16.0000,5.7500,-16.0700,21.8200,349.1552
1984,12.8000,3.4800,-18.2200,21.7000,277.7626
1985,27.6000,4.6600,-18.6900,23.3500,644.3927
1986,23.0000,4.1400,-19.5900,23.7200,545.6683
1987,26.9000,3.1800,-16.9100,20.0800,540.1669
1988,20.4000,3.5600,-17.0400,20.6000,420.2493
1989,29.7000,5.5500,-15.1800,20.7300,615.5842
1990,32.9000,6.5700,-17.1800,23.7500,781.2908
1991,24.9000,4.4600,-15.8800,20.3400,506.4594
1992,17.1000,4.9800,-15.8600,20.8500,356.5285
1993,18.4000,5.2600,-16.3600,21.6200,397.8022
1994,28.2000,4.4600,-17.9300,22.3900,631.4852
1995,18.5000,4.4000,-15.5400,19.9400,368.8082
1996,9.1000,5.5100,-14.7400,20.2600,184.3386
1997,26.4000,5.4300,-16.3000,21.7400,573.8582
1998,14.3000,8.1700,-14.1100,22.2900,318.7235
1999,23.5000,2.8400,-14.8500,17.6900,415.7195
2000,26.6000,5.4700,-17.8000,23.2700,619.0000
2001,42.3000,5.1900,-21.4600,26.6500,1127.4442
2002,25.2000,7.4000,-14.3900,21.7800,548.9424
2003,19.2000,6.8900,-15.4700,22.3500,429.2100
2004,13.4000,5.5400,-15.1200,20.6600,276.9022
2005,40.5000,4.4500,-17.9900,22.4400,908.7740
2006,19.2000,4.9900,-17.1700,22.1600,425.4558
2007,16.9000,4.9000,-11.6800,16.5800,280.2216
2008,6.9000,7.4500,-15.1900,22.6400,156.2468
2009,38.6000,6.0800,-15.1500,21.2300,819.6244
2010,43.1000,2.5600,-18.3700,20.9300,902.0237
2011,38.8000,4.7600,-17.9000,22.6600,879.1124
2012,9.7000,5.2800,-16.9200,22.2000,215.3207
2013,43.8000,4.1700,-19.6700,23.8400,1044.2195
2014,16.9000,6.4900,-17.1700,23.6600,399.8765
2015,58.0000,5.9800,-15.8600,21.8400,1266.4944
2016,46.8000,6.8500,-15.3800,22.2300,1040.3732
2017,27.8000,6.5800,-13.6000,20.1800,561.0765
2018,24.5000,6.3500,-18.1400,24.5000,600.1932
2019,7.7000,7.2900,-12.7000,19.9900,153.9336
