year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.3000,13.1700,0.4300,12.7400,131.2235
1981,6.2000,14.7300,1.0400,13.6900,84.8600
1982,13.0000,13.8100,1.3900,12.4200,161.4569
1983,5.3000,13.3900,0.3600,13.0200,69.0251
1984,5.3000,13.7700,0.3300,13.4400,71.2314
1985,24.7000,13.0500,-0.0500,13.0900,323.4077
1986,3.9000,13.6300,0.7000,12.9200,50.4071
1987,12.7000,13.0200,2.2400,10.7800,136.8726
1988,28.6000,12.7200,1.1200,11.6000,331.7853
1989,65.3000,13.3200,0.6400,12.6800,827.6901
1990,27.7000,13.3800,1.6400,11.7400,325.3332
1991,12.5000,12.6900,1.5100,11.1800,139.7935
1992,10.4000,13.6000,1.0500,12.5500,130.4691
1993,9.9000,12.7600,1.1500,11.6100,114.9471
1994,26.1000,14.5200,1.0200,13.5000,352.2832
1995,5.5000,14.0800,1.8700,12.2100,67.1456
1996,17.5000,12.7500,0.8600,11.8900,208.0673
1997,8.3000,14.8900,1.3800,13.5100,112.1536
1998,8.6000,14.1200,1.7300,12.4000,106.6352
1999,0.7000,14.8100,3.5500,11.2600,7.8849
2000,4.8000,15.9400,1.3900,14.5400,69.8144
2001,30.9000,15.4300,2.5000,12.9300,399.5855
2002,11.5000,15.0600,3.1600,11.9000,136.8472
2003,28.1000,14.4500,1.4900,12.9600,364.2079
2004,0.6000,15.6200,2.3500,13.2600,7.9581
2005,16.9000,14.5600,0.0800,14.4800,244.7634
2006,28.2000,15.2300,0.5600,14.6600,413.5210
2007,6.3000,15.1200,2.3400,12.7800,80.5044
2008,27.4000,15.2000,-0.2800,15.4800,424.2173
2009,6.7000,14.5200,1.9800,12.5500,84.0517
2010,16.7000,13.5800,1.2300,12.3500,206.3253
2011,5.6000,14.2500,0.6800,13.5600,75.9613
2012,13.5000,14.5400,0.0100,14.5300,196.1152
2013,16.6000,16.5100,1.7500,14.7500,244.8849
2014,20.2000,15.2800,1.8300,13.4500,271.7442
2015,5.3000,14.1700,1.7300,12.4400,65.9300
2016,5.9000,14.5100,0.9300,13.5800,80.0969
2017,6.1000,14.0100,2.3700,11.6400,71.0099
2018,26.4000,15.7300,0.7300,15.0000,396.0089
2019,11.9000,14.8300,0.8100,14.0200,166.8831
