year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,7.0000,4.7700,-17.8500,22.6300,158.3907
1981,9.3000,6.6800,-17.3400,24.0200,223.3898
1982,10.4000,6.6200,-13.4600,20.0800,208.8619
1983,8.1000,7.3900,-14.5600,21.9500,177.7792
1984,6.2000,5.1900,-15.9600,21.1500,131.1478
1985,10.6000,6.1400,-16.4900,22.6300,239.8450
1986,5.6000,6.0500,-18.0500,24.1000,134.9474
1987,17.9000,4.4500,-15.4200,19.8700,355.6734
1988,9.1000,4.9200,-14.2500,19.1600,174.3983
1989,18.8000,7.2600,-13.5400,20.8000,391.0968
1990,19.5000,7.8500,-15.0400,22.8900,446.2702
1991,8.7000,6.0700,-14.0600,20.1400,175.1747
1992,9.2000,6.6400,-14.0300,20.6700,190.1733
1993,11.2000,6.9600,-14.3600,21.3300,238.8430
1994,15.0000,6.0300,-15.8300,21.8600,327.8250
1995,6.5000,5.5500,-13.2100,18.7600,121.9403
1996,2.2000,6.8700,-12.6100,19.4800,42.8525
1997,7.6000,6.9300,-14.3200,21.2500,161.4860
1998,7.2000,9.4100,-12.6600,22.0700,158.8951
1999,8.0000,4.5300,-12.4800,17.0100,136.0831
2000,18.4000,6.7700,-16.7900,23.5700,433.6587
2001,21.2000,6.6800,-20.1000,26.7700,567.6280
2002,8.4000,8.8300,-12.2400,21.0700,177.0288
2003,7.0000,8.5000,-13.5600,22.0600,154.4273
2004,14.3000,6.8700,-13.7000,20.5700,294.1916
2005,24.3000,5.5300,-17.2200,22.7500,552.7822
2006,17.8000,6.0600,-16.9600,23.0200,409.7732
2007,17.3000,6.3100,-10.3600,16.6700,288.4077
2008,8.5000,9.1400,-13.9800,23.1200,196.5052
2009,9.7000,7.8300,-12.9000,20.7400,201.1494
2010,31.7000,3.6200,-17.2000,20.8200,660.1188
2011,24.7000,5.6300,-17.7900,23.4200,578.5110
2012,2.8000,6.2500,-16.0100,22.2600,62.3369
2013,31.7000,5.0500,-18.9300,23.9800,760.0940
2014,8.5000,8.1500,-14.7700,22.9200,194.8387
2015,35.4000,7.4800,-14.1300,21.6200,765.2437
2016,19.3000,7.9500,-14.6300,22.5800,435.8093
2017,26.4000,8.2400,-12.5000,20.7300,547.3096
2018,16.1000,7.8700,-16.8100,24.6800,397.3581
2019,9.3000,8.6000,-12.0100,20.6100,191.6836
