year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,12.3000,4.8200,-17.7900,22.6000,278.0370
1981,20.6000,5.8100,-16.2100,22.0200,453.6518
1982,8.9000,6.9400,-12.8100,19.7500,175.7870
1983,14.9000,7.0200,-13.6600,20.6900,308.2069
1984,11.2000,5.0600,-15.5400,20.6000,230.7128
1985,13.8000,6.2100,-15.3200,21.5300,297.1257
1986,10.3000,5.6400,-15.9400,21.5800,222.2981
1987,29.7000,4.9300,-14.9900,19.9200,591.5408
1988,8.9000,4.7500,-13.2400,17.9900,160.1460
1989,32.3000,6.8200,-13.2700,20.0900,648.9312
1990,26.5000,7.4200,-14.2600,21.6800,574.5975
1991,39.7000,5.4500,-14.8900,20.3400,807.5009
1992,3.2000,5.9600,-12.5500,18.5100,59.2191
1993,18.2000,6.4200,-13.4700,19.8900,361.9901
1994,10.8000,5.5200,-14.4700,19.9900,215.8636
1995,7.0000,5.6800,-11.9200,17.6000,123.1878
1996,11.8000,6.6300,-12.2100,18.8400,222.3163
1997,38.2000,6.1000,-14.9700,21.0700,804.9580
1998,12.5000,9.3100,-12.7500,22.0600,275.7065
1999,9.8000,4.6900,-11.8600,16.5500,162.1815
2000,29.7000,6.4200,-15.6900,22.1200,656.8188
2001,32.8000,6.4700,-18.7200,25.1900,826.3271
2002,33.0000,8.3300,-12.2800,20.6100,680.0383
2003,7.5000,7.6000,-12.7000,20.3000,152.2589
2004,15.5000,6.4900,-13.4100,19.9000,308.4176
2005,29.4000,5.2500,-15.7200,20.9700,616.6458
2006,22.2000,6.0900,-14.7900,20.8800,463.4443
2007,22.1000,5.6700,-10.2900,15.9600,352.8035
2008,9.7000,8.3600,-12.7600,21.1200,204.9084
2009,38.1000,7.1200,-12.5900,19.7100,750.9308
2010,34.0000,4.0000,-15.5500,19.5500,664.6244
2011,25.9000,5.5000,-15.2800,20.7800,538.2589
2012,4.8000,6.1700,-16.0000,22.1700,106.3981
2013,31.3000,5.1900,-17.2900,22.4800,703.5983
2014,9.7000,6.4000,-15.7100,22.1200,214.5200
2015,33.6000,7.1300,-13.3000,20.4200,686.2402
2016,39.4000,7.2300,-12.8900,20.1200,792.7062
2017,11.5000,7.1400,-12.0400,19.1800,220.5225
2018,10.4000,6.8400,-15.2300,22.0700,229.5071
2019,3.9000,7.7400,-10.8800,18.6300,72.6488
