year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.5000,-2.9300,-23.5500,20.6300,134.0630
1981,10.4000,-0.1700,-22.5700,22.4000,232.9409
1982,13.0000,-0.4800,-21.5900,21.1100,274.4240
1983,13.5000,0.7200,-22.3300,23.0500,311.2291
1984,14.0000,0.5500,-23.5400,24.0900,337.2537
1985,12.6000,-0.3600,-26.0900,25.7300,324.1721
1986,5.9000,-0.0800,-22.7400,22.6600,133.6846
1987,17.6000,-2.5800,-23.2500,20.6700,363.8218
1988,19.1000,-0.6900,-23.2900,22.6000,431.5747
1989,16.4000,1.2900,-20.4300,21.7200,356.1926
1990,22.7000,3.3800,-22.2900,25.6800,582.8932
1991,25.3000,-1.0900,-21.1800,20.1000,508.4102
1992,31.3000,0.3700,-22.1000,22.4700,703.2985
1993,24.3000,0.7500,-21.4700,22.2200,539.9442
1994,27.7000,-0.0600,-24.7200,24.6500,682.9054
1995,11.8000,-1.6700,-21.3800,19.7000,232.4797
1996,14.0000,-0.2800,-23.0500,22.7700,318.7973
1997,27.5000,0.6100,-24.9300,25.5400,702.3454
1998,23.6000,1.3500,-24.3100,25.6700,605.7065
1999,17.0000,-2.9200,-22.7400,19.8200,336.9092
2000,16.9000,0.3500,-23.0900,23.4500,396.2303
2001,11.9000,-0.2100,-28.0500,27.8400,331.2983
2002,20.4000,1.8500,-20.5400,22.3900,456.6668
2003,11.2000,0.8500,-24.3000,25.1500,281.6924
2004,24.2000,-0.5500,-22.3700,21.8100,527.9196
2005,11.1000,0.0100,-23.1000,23.1100,256.4701
2006,18.4000,-0.6300,-25.1500,24.5200,451.1596
2007,9.5000,0.0300,-22.2300,22.2600,211.4734
2008,6.2000,1.9500,-22.2700,24.2200,150.1729
2009,11.4000,0.0600,-25.8400,25.9100,295.3451
2010,23.0000,-1.1500,-24.9900,23.8500,548.4456
2011,19.4000,0.5500,-23.2900,23.8300,462.3676
2012,3.9000,0.1300,-25.8400,25.9700,101.2800
2013,19.5000,-0.6900,-25.6500,24.9600,486.7374
2014,16.9000,2.5700,-23.9900,26.5600,448.8003
2015,18.5000,0.6700,-21.3400,22.0100,407.2578
2016,15.2000,1.4800,-22.1500,23.6300,359.2071
2017,8.8000,2.2800,-20.9000,23.1800,203.9785
2018,7.2000,1.4400,-24.9300,26.3600,189.8183
2019,9.9000,1.3300,-21.4400,22.7700,225.3950
