year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,21.3000,13.8600,2.9200,10.9400,232.9587
1981,56.7000,15.8500,3.0700,12.7700,724.3151
1982,38.2000,15.2400,3.3000,11.9400,456.0776
1983,21.2000,15.3600,3.5200,11.8500,251.1191
1984,33.1000,14.4800,2.3100,12.1600,402.6280
1985,73.0000,14.5900,2.3100,12.2800,896.6199
1986,12.0000,15.7500,2.9700,12.7800,153.3612
1987,82.5000,14.5100,4.1900,10.3100,850.9317
1988,66.9000,14.5400,3.6700,10.8700,727.1204
1989,77.5000,14.9100,3.9300,10.9800,851.0998
1990,56.8000,15.5300,3.4300,12.1000,687.4899
1991,38.9000,13.6200,4.3600,9.2600,360.1548
1992,68.3000,15.3500,4.4000,10.9500,747.5872
1993,82.7000,15.1500,3.9400,11.2100,926.7953
1994,52.8000,16.7300,4.0600,12.6600,668.7082
1995,12.8000,15.9900,4.9000,11.0900,141.9699
1996,52.2000,14.7800,3.7400,11.0400,576.3349
1997,20.4000,16.9800,4.8400,12.1400,247.6629
1998,29.2000,16.0800,4.4000,11.6800,340.9728
1999,6.6000,15.9200,6.1700,9.7400,64.3038
2000,45.4000,18.0600,3.5800,14.4900,657.6693
2001,66.9000,17.3600,4.9000,12.4600,833.2654
2002,54.1000,16.0900,5.6200,10.4700,566.6152
2003,54.5000,15.2800,3.7700,11.5100,627.3779
2004,18.7000,16.6200,4.8100,11.8100,220.9017
2005,85.6000,16.5800,2.4600,14.1200,1208.7981
2006,44.8000,16.9000,3.0800,13.8200,618.9888
2007,18.3000,17.1800,4.7700,12.4100,227.0716
2008,101.0000,17.2700,2.3400,14.9300,1508.0379
2009,30.5000,15.8700,4.5700,11.3000,344.7377
2010,55.3000,14.5600,3.9800,10.5800,584.9364
2011,26.0000,16.2700,3.2300,13.0400,338.9728
2012,2.3000,16.3600,2.6300,13.7200,31.5642
2013,40.3000,16.9200,3.1900,13.7300,553.4786
2014,67.1000,17.2000,4.1700,13.0300,874.4654
2015,37.6000,16.4500,4.8400,11.6100,436.6586
2016,20.7000,17.0700,4.7500,12.3200,255.0491
2017,16.1000,17.1100,5.9900,11.1200,179.0122
2018,103.8000,17.4200,3.3800,14.0400,1456.8556
2019,76.2000,16.9700,3.4000,13.5700,1034.1463
