year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.0000,4.2100,-16.0700,20.2800,202.8246
1981,25.4000,7.8000,-14.2700,22.0600,560.4105
1982,10.3000,7.2500,-10.7400,17.9900,185.2963
1983,17.4000,7.3200,-12.8500,20.1700,350.9710
1984,26.0000,4.3800,-15.7600,20.1400,523.6050
1985,35.3000,3.4800,-18.4800,21.9600,775.1283
1986,24.6000,6.0700,-14.6400,20.7100,509.5082
1987,82.0000,4.2300,-11.6300,15.8500,1300.0149
1988,60.3000,3.2800,-15.4900,18.7700,1132.1260
1989,22.5000,6.5200,-11.4300,17.9500,403.9380
1990,41.7000,7.5700,-10.4200,18.0000,750.5305
1991,37.2000,6.0400,-12.7600,18.8000,699.4894
1992,27.7000,6.0300,-11.5200,17.5500,486.1721
1993,74.1000,5.3800,-11.9000,17.2800,1280.4748
1994,42.4000,6.0600,-14.5300,20.5800,872.7753
1995,18.4000,6.4400,-11.1700,17.6100,324.1098
1996,30.4000,6.0300,-13.7300,19.7600,600.8074
1997,94.0000,11.0400,-13.2400,24.2800,2282.7491
1998,67.9000,4.8600,-13.4300,18.2900,1241.6499
1999,36.3000,4.7900,-12.6100,17.4100,631.9076
2000,30.7000,8.2700,-13.2200,21.4900,659.7896
2001,92.8000,6.6400,-14.3800,21.0200,1950.5663
2002,51.4000,7.1300,-13.1200,20.2600,1041.3243
2003,64.6000,4.7700,-13.3400,18.1100,1169.5970
2004,22.7000,7.5500,-13.8800,21.4300,486.4909
2005,57.8000,7.9500,-16.9200,24.8700,1437.3617
2006,85.0000,5.6000,-14.7500,20.3500,1729.6638
2007,21.5000,7.8500,-10.9500,18.8000,404.2223
2008,23.3000,9.9900,-14.0100,23.9900,559.0753
2009,66.3000,8.0700,-13.9400,22.0100,1459.3062
2010,149.2000,2.1300,-16.4100,18.5400,2765.9049
2011,63.3000,5.8500,-16.6000,22.4500,1421.2945
2012,20.2000,8.3600,-16.4800,24.8400,501.8561
2013,76.7000,8.7300,-16.0700,24.8100,1902.7843
2014,39.0000,7.1700,-13.9700,21.1400,824.3159
2015,53.1000,7.4200,-12.2200,19.6300,1042.5120
2016,76.9000,8.3900,-12.3700,20.7600,1596.0654
2017,58.5000,6.4200,-11.8100,18.2300,1066.1752
2018,15.3000,8.3200,-15.3500,23.6800,362.2342
2019,34.1000,7.2800,-14.8000,22.0800,752.8703
