year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,13.7000,3.1100,-19.4800,22.5900,309.4572
1981,18.0000,4.1900,-17.1400,21.3300,383.8848
1982,15.4000,4.9200,-15.6200,20.5400,316.3443
1983,24.5000,4.6300,-16.7100,21.3400,522.8412
1984,29.1000,3.3600,-19.1100,22.4700,653.8664
1985,20.2000,4.9500,-17.8100,22.7700,459.8623
1986,10.5000,4.7200,-18.3300,23.0500,242.0428
1987,17.0000,3.0100,-16.7300,19.7500,335.6691
1988,23.8000,4.3700,-17.3000,21.6600,515.5537
1989,10.8000,5.6200,-14.2100,19.8300,214.1241
1990,36.9000,6.7400,-17.1700,23.9200,882.4911
1991,21.8000,5.0500,-14.1200,19.1700,417.8576
1992,7.1000,5.3100,-15.2300,20.5400,145.8222
1993,20.4000,5.1500,-15.4300,20.5800,419.8113
1994,14.1000,4.3300,-17.0000,21.3400,300.8371
1995,24.6000,4.1600,-16.0100,20.1700,496.0697
1996,11.6000,5.6600,-14.6400,20.3000,235.5103
1997,41.8000,4.7100,-17.2000,21.9100,915.9228
1998,20.5000,7.6400,-15.4600,23.1000,473.6208
1999,17.2000,2.6500,-16.0500,18.7000,321.6766
2000,24.0000,4.4600,-17.4200,21.8800,525.0052
2001,13.0000,4.3800,-19.8100,24.1900,314.4744
2002,23.1000,6.6800,-13.9500,20.6200,476.4113
2003,16.0000,6.6000,-18.3300,24.9300,398.8441
2004,49.1000,4.3200,-16.5500,20.8700,1024.9355
2005,23.7000,3.2100,-17.5000,20.7100,490.7171
2006,17.6000,3.8600,-18.4600,22.3200,392.7886
2007,28.9000,3.8800,-13.8300,17.7100,511.7995
2008,36.2000,6.7800,-15.5100,22.2900,806.9495
2009,21.9000,5.1200,-16.8200,21.9500,480.5966
2010,36.8000,2.5200,-19.3600,21.8800,805.3280
2011,37.0000,3.6400,-17.4200,21.0700,779.4300
2012,5.3000,4.7200,-18.1400,22.8700,121.1938
2013,22.6000,3.2100,-19.8200,23.0300,520.4714
2014,12.0000,6.0400,-17.6700,23.7000,284.4261
2015,34.0000,5.8400,-15.8700,21.7100,738.1273
2016,35.5000,5.5000,-16.8000,22.3000,791.6114
2017,25.8000,6.4000,-15.3000,21.7000,559.8594
2018,12.5000,5.4500,-18.5000,23.9500,299.3469
2019,4.6000,6.4700,-13.4100,19.8800,91.4507
