year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,15.9000,7.6200,-11.6900,19.3100,307.1016
1981,55.3000,8.5400,-13.8600,22.4000,1238.8562
1982,30.2000,8.8700,-9.8500,18.7200,565.2980
1983,45.1000,9.4100,-10.4900,19.9000,897.3822
1984,21.1000,7.1100,-11.2200,18.3300,386.7530
1985,63.6000,7.6900,-10.8000,18.4900,1175.9794
1986,30.9000,8.3500,-12.4900,20.8500,644.1605
1987,54.0000,7.3100,-9.5200,16.8300,908.5722
1988,25.9000,7.6200,-8.8200,16.4300,425.6092
1989,29.4000,9.5500,-6.8800,16.4400,483.3005
1990,24.7000,9.2400,-7.5900,16.8300,415.6509
1991,31.5000,8.2700,-8.7200,16.9900,535.2383
1992,45.2000,8.8800,-7.8900,16.7700,757.9282
1993,41.4000,8.8400,-7.5500,16.3900,678.4200
1994,46.1000,8.4400,-9.9500,18.3900,847.8904
1995,40.3000,7.5300,-7.7800,15.3100,617.0144
1996,15.5000,8.0700,-9.3900,17.4600,270.6929
1997,38.6000,8.8000,-8.9600,17.7600,685.6656
1998,37.1000,11.1100,-7.5300,18.6400,691.5745
1999,35.3000,8.6600,-8.5500,17.2100,607.5454
2000,54.9000,8.6500,-10.8400,19.4900,1069.8588
2001,45.1000,8.9000,-10.5900,19.4800,878.7517
2002,37.2000,10.6700,-7.8800,18.5500,690.1229
2003,40.4000,9.7100,-8.4100,18.1200,731.9924
2004,52.9000,8.8500,-7.4500,16.3000,862.3003
2005,69.4000,7.5400,-10.0500,17.5900,1220.6136
2006,36.2000,8.0800,-11.2900,19.3700,701.1704
2007,37.0000,7.9200,-6.7300,14.6500,541.9544
2008,15.5000,9.9100,-8.6400,18.5500,287.4643
2009,78.5000,9.2800,-7.4600,16.7400,1314.2170
2010,44.5000,6.7700,-10.0600,16.8400,749.2585
2011,29.0000,7.9300,-10.2500,18.1800,527.3265
2012,15.0000,8.5000,-10.7000,19.2000,288.0493
2013,56.0000,7.3000,-11.4100,18.7100,1047.8817
2014,29.7000,9.5200,-8.5800,18.1100,537.7522
2015,45.2000,8.9000,-9.4100,18.3000,827.2146
2016,47.1000,9.4400,-9.5500,18.9900,894.2603
2017,80.0000,9.3100,-8.6800,17.9900,1438.8309
2018,16.7000,9.8400,-11.2200,21.0600,351.7056
2019,29.4000,9.2600,-8.2800,17.5400,515.7328
