year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,11.9000,11.0500,-3.2200,14.2700,169.7604
1981,10.4000,13.0100,-3.0100,16.0200,166.5952
1982,13.3000,13.1600,-1.9300,15.0800,200.6209
1983,4.1000,12.9100,-1.8700,14.7800,60.5967
1984,0.1000,11.6000,-2.2600,13.8500,1.3855
1985,24.0000,11.2700,-3.1100,14.3800,345.2151
1986,2.0000,13.1000,-2.8800,15.9800,31.9598
1987,17.2000,11.4600,-1.7600,13.2300,227.5315
1988,4.6000,11.9700,-1.6300,13.6000,62.5817
1989,3.7000,14.2400,-0.0000,14.2500,52.7213
1990,25.8000,12.5100,-1.7100,14.2100,366.7003
1991,3.6000,11.6900,-0.9900,12.6800,45.6411
1992,7.4000,13.2400,-0.6900,13.9300,103.0600
1993,3.8000,13.3500,-0.7500,14.0900,53.5593
1994,3.8000,13.0600,-0.8500,13.9100,52.8739
1995,7.8000,13.1200,-0.2200,13.3400,104.0230
1996,0.9000,13.1200,-1.1200,14.2500,12.8233
1997,8.4000,13.8500,-0.7200,14.5700,122.3878
1998,21.9000,13.8100,-0.8200,14.6300,320.4631
1999,0.8000,12.5200,0.7900,11.7200,9.3784
2000,11.4000,13.6800,-2.2100,15.8900,181.1374
2001,14.0000,14.2200,-2.0900,16.3100,228.3647
2002,4.4000,14.6100,0.7600,13.8500,60.9535
2003,8.3000,13.7400,-1.5900,15.3300,127.2129
2004,24.2000,13.9600,0.2400,13.7200,331.9230
2005,17.6000,13.4200,-1.7300,15.1500,266.5550
2006,12.2000,13.0000,-1.8100,14.8000,180.6013
2007,5.4000,13.6300,0.5900,13.0300,70.3650
2008,8.9000,14.4200,-0.4900,14.9200,132.7446
2009,35.8000,14.7300,-0.7000,15.4300,552.5272
2010,23.1000,11.8000,-2.4600,14.2600,329.3809
2011,13.7000,14.1700,-1.7800,15.9500,218.4634
2012,3.8000,13.8200,-1.8300,15.6500,59.4837
2013,20.9000,12.4700,-2.7600,15.2200,318.1142
2014,9.2000,15.6600,0.1900,15.4600,142.2616
2015,11.3000,14.8600,0.3900,14.4700,163.5200
2016,18.5000,15.3900,-0.7000,16.0900,297.6080
2017,13.8000,15.8300,0.9000,14.9300,206.0403
2018,9.2000,14.8800,-1.1900,16.0700,147.8676
2019,3.4000,15.6600,-0.5500,16.2100,55.1018
