year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.9000,2.9600,-20.7200,23.6800,163.4015
1981,12.3000,4.7000,-19.9600,24.6600,303.3715
1982,7.2000,5.2900,-17.6200,22.9100,164.9296
1983,10.6000,4.5200,-19.8100,24.3300,257.8939
1984,18.9000,2.9900,-20.4200,23.4100,442.4284
1985,22.0000,0.9500,-23.9600,24.9100,548.0684
1986,9.9000,3.2700,-20.7300,24.0100,237.6827
1987,33.9000,2.1200,-17.4300,19.5600,662.9153
1988,39.8000,1.1100,-22.1200,23.2300,924.5366
1989,19.3000,4.7400,-18.3400,23.0700,445.3419
1990,18.3000,5.3100,-15.8800,21.1900,387.7531
1991,15.4000,3.8300,-18.9500,22.7800,350.8183
1992,17.0000,4.5100,-17.9200,22.4300,381.2648
1993,37.6000,2.4800,-18.6500,21.1400,794.8349
1994,21.9000,3.6400,-20.5200,24.1500,528.9400
1995,5.8000,4.3600,-16.8800,21.2500,123.2288
1996,22.6000,3.3400,-19.8200,23.1600,523.4899
1997,47.7000,7.9200,-19.9600,27.8800,1329.6456
1998,29.4000,3.9700,-19.4200,23.4000,687.9437
1999,27.4000,2.3300,-19.0600,21.3900,586.0695
2000,30.7000,6.0400,-18.7800,24.8200,761.8873
2001,72.0000,3.1000,-20.6800,23.7700,1711.7652
2002,27.3000,5.1400,-17.7100,22.8600,623.9916
2003,39.0000,2.1500,-19.1100,21.2600,829.0552
2004,14.3000,4.4700,-19.7300,24.2100,346.1430
2005,34.8000,5.1700,-21.2900,26.4600,920.9442
2006,43.1000,3.2300,-19.8800,23.1100,996.2503
2007,13.6000,6.2700,-14.2600,20.5300,279.2619
2008,8.8000,7.6700,-18.4600,26.1300,229.9632
2009,40.8000,5.6400,-17.8500,23.4900,958.2649
2010,135.9000,-2.1300,-20.8500,18.7300,2544.7308
2011,48.0000,3.8400,-21.6200,25.4600,1222.3014
2012,5.3000,6.1500,-19.8300,25.9800,137.6690
2013,45.7000,6.1000,-19.8500,25.9500,1186.1181
2014,31.5000,4.7500,-16.3000,21.0500,663.1800
2015,15.6000,5.1800,-17.0000,22.1800,346.0826
2016,17.5000,6.1800,-16.9400,23.1200,404.6760
2017,34.4000,4.3200,-17.5600,21.8800,752.5449
2018,12.2000,5.2300,-16.3900,21.6100,263.6930
2019,22.4700,5.2300,-16.6400,21.8700,491.2818
