year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.9000,8.5900,-7.4400,16.0200,62.4921
1981,2.2000,9.9000,-5.8900,15.7900,34.7309
1982,4.5000,9.4600,-5.2700,14.7300,66.2693
1983,2.8000,8.4100,-6.8100,15.2100,42.6000
1984,2.8000,9.4300,-6.7100,16.1300,45.1776
1985,11.7000,9.0100,-7.4500,16.4600,192.5797
1986,2.7000,8.6600,-6.4300,15.0800,40.7187
1987,8.9000,9.5500,-4.4700,14.0100,124.7290
1988,8.0000,7.8900,-5.9800,13.8600,110.9023
1989,21.8000,9.1100,-5.9500,15.0600,328.3507
1990,16.1000,9.2400,-4.3400,13.5800,218.6073
1991,10.4000,9.3500,-4.5300,13.8800,144.3975
1992,5.1000,9.6900,-6.4400,16.1300,82.2394
1993,11.7000,9.3900,-5.6900,15.0900,176.5154
1994,6.4000,9.9400,-5.7500,15.6900,100.4319
1995,5.6000,9.3000,-4.5500,13.8400,77.5170
1996,8.6000,8.0500,-6.5100,14.5600,125.2338
1997,9.3000,10.8800,-4.6400,15.5200,144.2895
1998,3.5000,10.1200,-4.7500,14.8700,52.0279
1999,0.0000,10.6300,-4.2200,14.8500,0.0000
2000,7.7000,10.5400,-5.8300,16.3700,126.0733
2001,7.0000,9.4300,-3.3900,12.8200,89.7271
2002,3.9000,9.8200,-3.3100,13.1200,51.1710
2003,16.8000,9.4800,-5.1900,14.6700,246.4272
2004,1.2000,10.8600,-4.9800,15.8400,19.0119
2005,7.9000,10.0300,-5.4000,15.4300,121.9096
2006,13.7000,10.0400,-6.1200,16.1600,221.3503
2007,6.4000,10.3900,-4.4600,14.8500,95.0205
2008,23.8000,10.6000,-7.0400,17.6400,419.8997
2009,5.7000,10.3700,-4.2700,14.6500,83.4893
2010,15.9000,8.7500,-4.5600,13.3100,211.6282
2011,7.8000,8.5600,-6.4000,14.9600,116.6692
2012,3.6000,9.6200,-6.3100,15.9300,57.3343
2013,8.1000,11.2200,-5.0400,16.2600,131.7033
2014,12.3000,9.8500,-5.3700,15.2200,187.1793
2015,10.6000,9.9900,-4.9900,14.9800,158.7796
2016,23.7000,10.0300,-6.0000,16.0300,379.9205
2017,17.8000,9.2000,-3.6500,12.8400,228.5735
2018,7.5000,11.5200,-6.2100,17.7200,132.9139
2019,4.6000,9.5500,-6.0500,15.6000,71.7450
