year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,12.9000,7.6400,-18.5000,26.1400,337.2649
1981,17.1000,10.7400,-15.7500,26.4900,452.9823
1982,9.7000,10.7100,-15.6300,26.3400,255.5064
1983,10.1000,10.3200,-14.3600,24.6800,249.2861
1984,11.4000,8.4100,-17.9700,26.3700,300.6461
1985,13.9000,7.0200,-19.7000,26.7200,371.3405
1986,6.2000,9.6500,-16.0700,25.7200,159.4913
1987,25.4000,8.4400,-14.5000,22.9400,582.7073
1988,31.0000,7.0900,-16.3100,23.4000,725.4030
1989,19.4000,8.7400,-14.7700,23.5100,456.0565
1990,29.2000,10.2000,-11.4300,21.6300,631.6912
1991,21.1000,9.4100,-14.4500,23.8600,503.5097
1992,22.2000,10.4800,-14.4400,24.9200,553.2228
1993,24.4000,8.6300,-14.5200,23.1400,564.6296
1994,23.3000,7.9800,-17.5700,25.5500,595.3775
1995,22.2000,9.6700,-14.6700,24.3400,540.2901
1996,26.5000,9.2600,-18.3600,27.6300,732.1093
1997,22.2000,13.2700,-16.6000,29.8700,663.0325
1998,19.8000,9.0100,-16.4400,25.4500,503.9717
1999,17.3000,10.2100,-14.2900,24.5000,423.9043
2000,38.0000,10.8500,-16.6700,27.5200,1045.7294
2001,23.5000,11.9200,-14.2800,26.2000,615.6898
2002,18.0000,9.6700,-16.5500,26.2100,471.8135
2003,25.7000,8.1600,-15.3600,23.5200,604.4578
2004,32.3000,11.5700,-16.5400,28.1200,908.1366
2005,30.0000,11.4600,-16.7800,28.2400,847.2594
2006,40.8000,10.8000,-16.0900,26.8900,1097.1573
2007,20.2000,10.6200,-14.2400,24.8700,502.2740
2008,17.3000,12.9100,-18.1800,31.0900,537.8767
2009,16.7000,11.4800,-13.8700,25.3400,423.2236
2010,36.9000,6.7900,-16.0000,22.7900,840.8351
2011,32.7000,7.9900,-17.3200,25.3100,827.7879
2012,11.6000,11.8000,-15.6600,27.4600,318.5162
2013,29.1000,11.9300,-17.2400,29.1800,849.0192
2014,20.4000,9.6800,-14.0900,23.7700,484.9854
2015,16.7000,12.2900,-14.2000,26.4800,442.2951
2016,30.6000,11.3500,-15.2300,26.5800,813.3375
2017,25.9000,9.4200,-13.5000,22.9200,593.5604
2018,15.2300,11.0200,-13.0400,24.0600,366.5247
2019,23.4700,11.0200,-13.4500,24.4700,574.1589
