year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,21.6000,8.6200,-8.8400,17.4500,376.9967
1981,6.9000,10.0500,-6.7600,16.8100,115.9968
1982,4.8000,9.1900,-6.9100,16.1000,77.3024
1983,2.4000,7.7100,-8.5100,16.2200,38.9300
1984,11.4000,8.4700,-9.8700,18.3300,209.0000
1985,3.0000,8.0400,-9.1000,17.1500,51.4404
1986,5.3000,6.8600,-6.5900,13.4500,71.2776
1987,9.5000,8.5700,-6.3400,14.9200,141.7138
1988,9.1000,6.9900,-6.8300,13.8300,125.8208
1989,9.8000,7.1500,-7.4100,14.5600,142.6987
1990,5.8000,8.3700,-6.0500,14.4200,83.6210
1991,19.1000,7.5900,-7.9200,15.5100,296.3300
1992,20.3000,7.9300,-7.4100,15.3500,311.5415
1993,15.9000,7.8500,-6.3900,14.2400,226.4506
1994,3.4000,8.1700,-7.3800,15.5500,52.8537
1995,23.3000,7.7400,-9.2600,17.0100,396.2846
1996,10.3000,6.6300,-8.4400,15.0700,155.1986
1997,0.2000,9.6500,-5.1000,14.7500,2.9502
1998,3.6000,8.5100,-6.8400,15.3600,55.2830
1999,0.4000,8.7300,-4.9000,13.6200,5.4487
2000,1.6000,9.6100,-6.1300,15.7400,25.1849
2001,4.3000,9.8500,-5.5800,15.4300,66.3494
2002,7.2000,9.3700,-6.7300,16.1000,115.8854
2003,6.7000,7.0100,-7.2600,14.2700,95.5854
2004,3.0000,9.9600,-6.7100,16.6800,50.0254
2005,9.4000,9.4400,-7.1400,16.5800,155.8636
2006,16.5000,9.8900,-7.9300,17.8200,294.0168
2007,0.1000,10.9800,-4.8400,15.8300,1.5827
2008,17.2000,10.8300,-10.1900,21.0200,361.5343
2009,2.9000,9.6900,-4.8700,14.5600,42.2311
2010,4.7000,8.9400,-5.5900,14.5300,68.2972
2011,31.7000,8.6000,-7.4800,16.0800,509.6679
2012,34.0000,8.4900,-10.6000,19.0900,648.9923
2013,8.6000,10.7400,-5.8900,16.6300,143.0392
2014,4.2000,9.1100,-6.8100,15.9200,66.8633
2015,8.3000,9.8600,-6.3200,16.1800,134.3195
2016,8.1000,10.5800,-6.3000,16.8800,136.7317
2017,11.4000,8.3600,-5.9500,14.3200,163.2191
2018,9.6700,9.6000,-5.9300,15.5300,150.1266
2019,9.4000,9.6000,-5.8900,15.4900,145.6475
