year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.8000,13.8800,-0.1500,14.0300,11.2274
1981,7.0000,16.2100,-0.1500,16.3600,114.5493
1982,8.4000,16.2800,0.4100,15.8700,133.2940
1983,0.1000,15.3600,0.5600,14.7900,1.4794
1984,0.0000,13.8100,-0.1100,13.9300,0.0000
1985,29.9000,13.8200,-0.7400,14.5600,435.3946
1986,1.6000,15.3000,-0.2600,15.5600,24.8890
1987,19.0000,14.5000,1.2100,13.2800,252.3641
1988,0.9000,14.4600,1.0300,13.4300,12.0881
1989,24.9000,15.3800,1.4600,13.9200,346.7271
1990,71.1000,14.5800,0.1600,14.4100,1024.8258
1991,4.5000,13.2400,1.5900,11.6500,52.4113
1992,8.1000,15.0200,1.6900,13.3200,107.9066
1993,12.3000,14.9100,1.1300,13.7800,169.4783
1994,2.1000,15.7300,1.7100,14.0200,29.4383
1995,21.2000,15.2500,1.8200,13.4300,284.7636
1996,6.5000,14.4400,1.0900,13.3400,86.7330
1997,0.3000,15.6600,2.0400,13.6200,4.0863
1998,26.3000,15.2900,1.6800,13.6100,357.9176
1999,10.0000,15.2100,3.1200,12.0900,120.8763
2000,20.0000,16.7200,0.1800,16.5300,330.6773
2001,49.8000,16.6600,0.6200,16.0400,798.5647
2002,15.9000,14.7000,2.1400,12.5600,199.6856
2003,37.1000,13.7800,-0.5200,14.3100,530.7496
2004,10.2000,15.0800,1.3600,13.7200,139.9662
2005,25.0000,14.6900,-1.1300,15.8200,395.5894
2006,14.2000,14.9700,0.0700,14.8900,211.4802
2007,4.5000,14.8800,1.2700,13.6100,61.2615
2008,18.0000,15.6600,-0.3000,15.9600,287.2557
2009,6.2000,14.9700,1.0900,13.8800,86.0394
2010,19.4000,13.3000,-0.6400,13.9400,270.4365
2011,20.4000,14.5600,-0.3400,14.8900,303.8432
2012,6.4000,15.5300,-0.6700,16.2000,103.7060
2013,38.9000,15.0400,-1.1400,16.1800,629.4931
2014,24.7000,17.4300,1.2700,16.1600,399.1908
2015,2.7000,15.8600,2.7200,13.1400,35.4684
2016,16.2000,16.7100,1.8500,14.8600,240.7196
2017,25.6000,17.0100,3.0700,13.9400,356.7737
2018,7.9000,16.9700,1.5200,15.4500,122.0426
2019,9.0000,16.6100,0.6900,15.9200,143.2789
