year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.7000,4.9500,-5.2200,10.1700,7.1224
1981,3.7000,4.1900,-4.9600,9.1600,33.8763
1982,9.9000,4.3200,-5.9700,10.2900,101.8564
1983,5.9000,3.8300,-7.4100,11.2400,66.3314
1984,8.4000,5.3400,-4.6200,9.9600,83.6639
1985,4.0000,5.1000,-4.6200,9.7200,38.8666
1986,5.3000,4.3200,-4.8800,9.2000,48.7632
1987,9.8000,4.5500,-4.2200,8.7700,85.9458
1988,11.9000,5.0300,-4.5800,9.6100,114.3539
1989,3.5000,5.4400,-4.8100,10.2500,35.8757
1990,12.4000,3.4600,-5.1300,8.5900,106.5274
1991,5.8000,5.4100,-5.2600,10.6700,61.8843
1992,6.9000,5.0300,-6.2200,11.2500,77.6112
1993,12.2000,4.5200,-6.0600,10.5700,128.9770
1994,26.2000,4.6500,-4.3100,8.9600,234.6963
1995,5.8000,5.8100,-5.5500,11.3600,65.8802
1996,18.5000,5.5900,-4.8100,10.4000,192.4632
1997,4.8000,4.0800,-5.5600,9.6400,46.2849
1998,3.5000,5.3700,-5.2300,10.6000,37.0909
1999,13.3000,6.9400,-3.4100,10.3500,137.6438
2000,2.1000,4.0100,-5.2700,9.2800,19.4813
2001,9.8000,3.8900,-3.9700,7.8600,77.0195
2002,10.1000,5.1800,-3.8200,9.0000,90.9263
2003,5.1000,5.2200,-3.6900,8.9000,45.3939
2004,3.9000,6.4200,-3.4900,9.9000,38.6264
2005,8.9000,4.7900,-3.3700,8.1700,72.6749
2006,1.6000,5.0700,-2.0100,7.0800,11.3272
2007,6.8000,6.3000,-3.7300,10.0300,68.2120
2008,17.9000,5.3400,-3.1800,8.5300,152.6135
2009,4.5000,5.7900,-2.8300,8.6200,38.7857
2010,2.7000,6.4600,-2.8100,9.2700,25.0345
2011,4.0000,5.3200,-4.2300,9.5500,38.1896
2012,5.3000,5.5500,-2.7400,8.2900,43.9580
2013,7.6000,5.5500,-3.0000,8.5400,64.9385
2014,2.4000,5.6600,-3.6200,9.2800,22.2716
2015,18.7000,5.7300,-4.6100,10.3500,193.4682
2016,1.5000,6.2200,-3.5100,9.7200,14.5827
2017,4.2000,5.5000,-2.3800,7.8900,33.1190
2018,1.8000,5.8500,-1.4400,7.2900,13.1200
2019,20.8000,5.2000,-3.1200,8.3200,172.9651
