year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.0000,10.5300,-6.2800,16.8000,0.0000
1981,2.7000,11.7200,-4.8500,16.5700,44.7407
1982,2.9000,11.2200,-4.5400,15.7600,45.6996
1983,0.1000,10.2000,-5.8100,16.0100,1.6013
1984,0.6000,11.0200,-6.5900,17.6100,10.5658
1985,3.0000,10.6900,-6.3500,17.0400,51.1175
1986,0.1000,11.0300,-5.1600,16.1900,1.6190
1987,2.5000,11.8100,-2.7100,14.5200,36.3024
1988,2.8000,10.0100,-4.3800,14.3900,40.2828
1989,19.0000,10.9800,-5.5000,16.4800,313.1898
1990,7.7000,11.3000,-2.8500,14.1500,108.9799
1991,4.7000,11.3500,-3.5200,14.8700,69.8885
1992,3.6000,11.5200,-4.9200,16.4400,59.2013
1993,13.4000,11.5000,-4.9300,16.4300,220.1186
1994,2.2000,11.9300,-4.6000,16.5300,36.3668
1995,0.6000,10.8200,-4.1100,14.9200,8.9531
1996,1.1000,10.0000,-5.3200,15.3300,16.8578
1997,1.6000,12.5900,-3.7900,16.3800,26.2030
1998,1.3000,12.1200,-3.6900,15.8000,20.5453
1999,0.1000,12.4300,-2.8500,15.2800,1.5279
2000,3.3000,12.1900,-4.6300,16.8200,55.5093
2001,3.3000,11.6900,-2.5300,14.2200,46.9122
2002,2.6000,11.9300,-2.8200,14.7500,38.3595
2003,2.5000,11.9200,-3.9900,15.9200,39.7904
2004,0.0000,12.9800,-3.7700,16.7500,0.0000
2005,2.5000,12.3600,-4.4600,16.8200,42.0440
2006,6.7000,12.4600,-5.0400,17.4900,117.2045
2007,1.6000,12.0800,-2.6700,14.7500,23.6024
2008,8.4000,13.3500,-7.3100,20.6600,173.5797
2009,1.1000,13.1600,-2.7800,15.9500,17.5410
2010,4.6000,11.2800,-2.9700,14.2400,65.5167
2011,3.5000,11.6300,-4.2600,15.9000,55.6434
2012,5.3000,13.0400,-5.2300,18.2700,96.8302
2013,2.3000,14.4100,-2.7100,17.1200,39.3728
2014,8.3300,13.4800,-2.8600,16.3400,136.1524
2015,3.5000,13.0300,-2.6500,15.6800,54.8816
2016,9.2000,13.2300,-4.0200,17.2500,158.6921
2017,6.7000,13.0300,-1.2200,14.2500,95.4930
2018,6.8000,15.2200,-3.6700,18.8900,128.4791
2019,2.6000,13.4600,-4.2300,17.6900,45.9990
