year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.0000,10.4100,-7.5800,17.9800,0.0000
1981,0.2000,12.8600,-6.9600,19.8200,3.9642
1982,0.0000,12.0000,-7.4900,19.5000,0.0000
1983,0.0000,11.2000,-7.0700,18.2700,0.0000
1984,0.0000,10.4800,-9.4800,19.9600,0.0000
1985,1.1000,9.9800,-9.6900,19.6600,21.6290
1986,0.0000,11.0400,-7.1200,18.1600,0.0000
1987,0.5000,11.0300,-7.1600,18.2000,9.0976
1988,0.2000,9.7400,-8.1500,17.8800,3.5768
1989,0.1000,11.5000,-7.1700,18.6700,1.8673
1990,0.9000,11.2200,-5.4600,16.6800,15.0136
1991,0.0000,11.2700,-7.2100,18.4700,0.0000
1992,0.3000,11.5500,-6.5400,18.0900,5.4265
1993,0.0000,10.8400,-5.8600,16.7100,0.0000
1994,0.1000,10.6000,-7.5600,18.1600,1.8157
1995,0.3000,11.0000,-6.5200,17.5200,5.2563
1996,0.0000,10.5500,-9.0900,19.6300,0.0000
1997,0.0000,15.0800,-7.1900,22.2700,0.0000
1998,1.0000,10.4100,-7.8800,18.3000,18.2975
1999,0.0000,13.0000,-3.7400,16.7400,0.0000
2000,0.8000,15.4100,-4.9500,20.3600,16.2891
2001,1.5000,14.3600,-4.1000,18.4600,27.6914
2002,0.2000,13.6300,-5.2300,18.8600,3.7723
2003,0.4000,12.1800,-8.1200,20.3000,8.1197
2004,0.1000,14.8000,-5.3100,20.1100,2.0112
2005,0.1000,15.3200,-5.7500,21.0800,2.1077
2006,4.1000,14.0200,-7.7000,21.7200,89.0412
2007,0.0000,14.9500,-3.5600,18.5100,0.0000
2008,0.0000,16.2000,-6.3100,22.5000,0.0000
2009,0.3000,15.2500,-4.4500,19.6900,5.9083
2010,1.0000,11.5900,-4.5900,16.1900,16.1868
2011,0.6000,14.1400,-7.3600,21.5000,12.8981
2012,0.0000,15.3900,-5.8900,21.2900,0.0000
2013,0.4000,16.2000,-6.8900,23.0800,9.2338
2014,0.0000,14.1700,-4.9200,19.0900,0.0000
2015,0.0000,14.8500,-4.5400,19.3900,0.0000
2016,2.3000,15.3600,-5.4000,20.7500,47.7349
2017,0.8000,14.5700,-2.7800,17.3500,13.8809
2018,0.0700,14.9300,-4.0500,18.9800,1.2656
2019,1.0300,14.9300,-3.9500,18.8700,19.5035
