year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.3000,5.9400,-9.2000,15.1400,19.6824
1981,0.0000,6.4800,-9.6100,16.0800,0.0000
1982,0.9000,4.4700,-9.9400,14.4200,12.9765
1983,1.3000,4.0200,-11.9700,16.0000,20.7936
1984,0.4000,5.6200,-11.1000,16.7100,6.6843
1985,0.0000,5.4700,-9.6100,15.0800,0.0000
1986,1.4000,4.4500,-10.2900,14.7400,20.6391
1987,0.0000,5.6600,-8.3200,13.9800,0.0000
1988,1.3000,4.9500,-8.2600,13.2100,17.1707
1989,2.6000,4.6600,-10.1800,14.8400,38.5805
1990,0.6000,5.2900,-8.9500,14.2400,8.5461
1991,0.7000,5.6400,-9.1200,14.7700,10.3368
1992,0.5000,5.8900,-10.0000,15.8900,7.9429
1993,1.6000,5.7600,-8.8600,14.6100,23.3829
1994,0.4000,5.6800,-8.9000,14.5800,5.8313
1995,4.0000,4.9400,-10.5600,15.5000,61.9923
1996,0.0000,6.3100,-9.6500,15.9600,0.0000
1997,0.3000,6.5000,-9.9900,16.5000,4.9486
1998,4.4000,7.0000,-8.4400,15.4400,67.9315
1999,2.1000,6.5800,-7.6700,14.2400,29.9074
2000,0.3000,5.4200,-9.4800,14.9000,4.4693
2001,0.0000,5.3500,-8.8300,14.1800,0.0000
2002,0.6000,6.9600,-8.3600,15.3100,9.1886
2003,1.1000,5.9700,-7.3100,13.2800,14.6099
2004,1.4000,7.2800,-8.6200,15.9000,22.2603
2005,0.5000,6.4600,-7.2400,13.7000,6.8480
2006,0.9000,6.0100,-6.5600,12.5800,11.3188
2007,0.0000,7.6800,-8.7300,16.4100,0.0000
2008,0.0000,6.8500,-10.0800,16.9300,0.0000
2009,0.0000,6.9400,-7.3900,14.3300,0.0000
2010,0.2000,6.4700,-6.9000,13.3600,2.6728
2011,1.0000,6.2300,-8.9700,15.2000,15.1972
2012,0.6000,5.8500,-9.4300,15.2800,9.1678
2013,1.3000,7.2100,-8.3600,15.5700,20.2435
2014,1.3000,5.8100,-8.5900,14.4000,18.7168
2015,1.4000,6.9500,-8.0300,14.9900,20.9812
2016,0.0000,7.1600,-8.7200,15.8800,0.0000
2017,2.2000,6.3100,-6.6000,12.9100,28.3918
2018,0.3000,7.3600,-8.5700,15.9300,4.7790
2019,0.1000,6.6500,-8.9200,15.5700,1.5571
