year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,9.5000,4.4600,-16.4400,20.9000,198.5472
1981,16.7000,5.0600,-15.3200,20.3800,340.2694
1982,14.1000,6.3200,-12.6000,18.9200,266.7189
1983,20.6000,6.4200,-13.1700,19.5900,403.5893
1984,15.3000,4.4600,-16.0300,20.4900,313.4216
1985,33.9000,5.9500,-15.8400,21.8000,738.8661
1986,12.1000,5.5800,-15.3400,20.9300,253.2036
1987,22.5000,4.4300,-14.0300,18.4600,415.4326
1988,8.6000,4.5400,-13.7900,18.3300,157.6782
1989,19.1000,6.4500,-11.2500,17.7100,338.1955
1990,32.6000,7.3300,-13.9700,21.3100,694.6084
1991,34.4000,5.3900,-12.7100,18.1000,622.5719
1992,6.1000,5.6900,-12.3900,18.0800,110.3166
1993,13.7000,5.8900,-12.9400,18.8300,257.9296
1994,10.7000,4.7800,-14.3300,19.1100,204.5173
1995,7.7000,5.1700,-12.1200,17.2900,133.1300
1996,16.3000,6.1900,-12.6500,18.8400,307.0151
1997,35.3000,5.5700,-14.1600,19.7300,696.3744
1998,10.0000,8.7200,-12.7500,21.4700,214.6850
1999,17.2000,4.1000,-12.8100,16.9100,290.7943
2000,23.3000,5.4300,-14.7300,20.1600,469.7299
2001,21.8000,5.9900,-17.4400,23.4300,510.7061
2002,34.2000,7.8800,-11.2400,19.1200,653.8049
2003,8.6000,7.7800,-13.1300,20.9200,179.8958
2004,9.1000,5.4700,-12.3600,17.8300,162.2827
2005,27.1000,4.2200,-15.4200,19.6400,532.3212
2006,16.0000,4.7100,-15.1600,19.8700,317.9872
2007,32.6000,4.4400,-10.5400,14.9900,488.5701
2008,13.9000,7.5500,-12.5600,20.1100,279.5957
2009,35.9000,6.3200,-13.0400,19.3700,695.2035
2010,37.3000,3.4300,-16.0700,19.5000,727.2851
2011,26.0000,4.7000,-14.7500,19.4500,505.7264
2012,5.7000,5.3900,-15.4300,20.8300,118.7107
2013,18.0000,4.5300,-16.6500,21.1800,381.2461
2014,5.8000,6.8100,-14.1900,20.9900,121.7542
2015,37.0000,6.8500,-12.9500,19.8000,732.4802
2016,51.3000,6.7100,-13.0900,19.8000,1015.7884
2017,8.9500,7.0400,-11.0600,18.1000,161.9669
2018,13.4000,6.6300,-15.2900,21.9200,293.7348
2019,4.4000,7.7800,-10.5600,18.3500,80.7223
