year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.0000,4.9700,-12.2800,17.2500,0.0000
1981,2.5000,7.5600,-12.5400,20.1000,50.2493
1982,1.4000,6.7300,-10.5900,17.3200,24.2533
1983,1.6000,7.7700,-11.2500,19.0200,30.4331
1984,0.6000,5.6900,-12.0800,17.7700,10.6616
1985,20.5000,5.9500,-14.0500,20.0000,410.0213
1986,3.6000,6.8300,-13.0200,19.8500,71.4614
1987,6.6000,5.7600,-12.9200,18.6800,123.2933
1988,4.1300,5.8800,-10.4000,16.2800,67.3060
1989,2.5000,7.9600,-9.3600,17.3200,43.2995
1990,7.1000,7.7300,-11.8500,19.5800,139.0293
1991,1.5000,6.3400,-10.9000,17.2400,25.8621
1992,2.9000,7.0800,-10.0300,17.1100,49.6162
1993,6.5000,7.1900,-10.7900,17.9800,116.8716
1994,1.7000,7.2800,-10.9500,18.2200,30.9824
1995,3.9000,5.9200,-10.4900,16.4100,64.0012
1996,1.4000,7.2800,-11.0300,18.3000,25.6250
1997,4.6000,7.4800,-11.0600,18.5400,85.2812
1998,1.7000,9.4200,-10.5500,19.9700,33.9444
1999,3.8000,6.1200,-9.3100,15.4300,58.6404
2000,4.7000,7.6500,-12.3200,19.9600,93.8323
2001,7.6000,7.4800,-15.2100,22.6900,172.4809
2002,0.0000,9.8200,-8.9200,18.7400,0.0000
2003,0.2000,8.5600,-10.1800,18.7400,3.7482
2004,2.8000,8.1800,-9.0600,17.2500,48.2928
2005,2.3000,7.3400,-11.8500,19.2000,44.1577
2006,2.0000,7.2400,-11.0300,18.2700,36.5448
2007,1.2000,7.7500,-8.0100,15.7500,18.9014
2008,4.8000,9.2700,-10.3200,19.5900,94.0185
2009,0.5000,9.0000,-10.1200,19.1100,9.5567
2010,1.7000,5.6300,-12.8400,18.4700,31.3960
2011,6.5000,7.6000,-11.2400,18.8400,122.4671
2012,0.7000,8.2400,-12.4800,20.7200,14.5058
2013,11.1000,7.0600,-14.8000,21.8600,242.6927
2014,2.6000,9.3400,-9.4200,18.7500,48.7594
2015,8.0000,9.3000,-8.2300,17.5300,140.2483
2016,4.1000,9.8500,-10.6100,20.4600,83.8857
2017,4.2000,9.7800,-8.5200,18.2900,76.8296
2018,5.0000,9.5200,-11.8800,21.4000,106.9924
2019,3.8000,9.5400,-9.2200,18.7600,71.2975
