year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,27.9000,14.1200,2.9000,11.2100,312.8257
1981,49.2000,16.3800,3.6400,12.7500,627.1003
1982,57.3000,15.8000,3.5400,12.2600,702.4371
1983,19.1000,15.8500,4.0200,11.8300,225.9539
1984,29.0000,14.8100,2.8200,11.9900,347.6460
1985,89.2000,14.6200,1.9600,12.6500,1128.6472
1986,12.2000,16.0000,3.3800,12.6100,153.8971
1987,96.2000,14.5700,4.4400,10.1300,974.5641
1988,54.6000,14.7800,4.1700,10.6100,579.1343
1989,119.3000,14.8200,3.5100,11.3100,1349.3608
1990,82.0000,15.4500,2.9000,12.5600,1029.7299
1991,40.7000,13.5300,4.3100,9.2200,375.1822
1992,41.1000,14.9300,4.5000,10.4300,428.6472
1993,82.8000,14.9600,3.6900,11.2700,932.8600
1994,53.1000,16.5300,3.9300,12.6000,669.1395
1995,15.0000,15.9400,4.5300,11.4100,171.2192
1996,43.6000,14.5500,3.5900,10.9500,477.6137
1997,33.0000,16.5200,4.8600,11.6500,384.5122
1998,40.7000,15.6800,4.2200,11.4500,466.1261
1999,19.8000,15.6600,6.1300,9.5300,188.7763
2000,43.3000,17.7100,3.2200,14.4900,627.2288
2001,98.4000,17.1300,3.9300,13.2000,1299.1414
2002,83.7000,15.9100,5.2100,10.7000,895.2948
2003,74.2000,14.9600,3.5000,11.4700,850.7209
2004,46.7000,17.3000,5.1200,12.1800,568.6629
2005,83.1000,16.6200,2.1400,14.4800,1203.0672
2006,58.2000,17.2400,2.8600,14.3800,836.8035
2007,23.4000,17.6000,5.2600,12.3500,288.9109
2008,66.5000,17.8700,2.7000,15.1700,1008.4838
2009,17.0000,15.9600,5.2300,10.7200,182.3123
2010,60.3000,14.7700,4.0600,10.7100,645.8480
2011,25.2000,16.5400,4.0000,12.5300,315.8473
2012,15.3000,16.6200,2.5300,14.0900,215.5081
2013,29.3000,17.2600,2.9400,14.3100,419.3446
2014,29.4000,17.3200,4.6900,12.6300,371.1807
2015,36.3000,16.4600,5.5600,10.9000,395.5446
2016,20.4000,17.1500,4.9000,12.2500,249.9892
2017,46.0000,17.3900,6.1900,11.2000,515.2078
2018,100.7000,17.8900,4.0100,13.8800,1397.8449
2019,51.8000,17.2800,3.1800,14.0900,729.9483
