year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.9000,13.2700,-1.6500,14.9200,13.4275
1981,2.3000,15.6700,-1.4900,17.1600,39.4672
1982,7.1000,15.9800,-0.9000,16.8800,119.8744
1983,0.2000,15.0700,-0.6700,15.7400,3.1475
1984,1.3000,13.3200,-1.1200,14.4500,18.7797
1985,10.8000,13.1100,-1.9800,15.0900,162.9582
1986,23.9000,14.7800,-1.8900,16.6700,398.5273
1987,15.1000,13.7000,-0.3600,14.0600,212.3056
1988,1.8000,13.8400,-0.4500,14.2900,25.7135
1989,17.5000,15.3600,0.3000,15.0500,263.4304
1990,61.4000,14.0100,-1.4600,15.4700,949.9144
1991,7.6000,12.8700,0.0800,12.7900,97.2084
1992,13.5000,14.6500,0.6800,13.9700,188.5778
1993,7.2000,14.5700,-0.3700,14.9400,107.5734
1994,7.5000,15.4400,0.6000,14.8400,111.2935
1995,17.8000,15.1100,0.4800,14.6300,260.4484
1996,2.7000,14.3100,0.2200,14.0900,38.0401
1997,9.1000,15.4500,0.9000,14.5500,132.4048
1998,36.8000,15.3600,0.6100,14.7500,542.7084
1999,3.3000,15.0900,2.3400,12.7500,42.0795
2000,19.2000,16.1900,-0.7300,16.9200,324.8201
2001,32.2000,16.7800,-0.6700,17.4500,561.9009
2002,2.4000,16.1600,2.5000,13.6600,32.7836
2003,29.4000,14.7500,-0.4400,15.1900,446.5533
2004,2.4000,15.9800,2.0800,13.9000,33.3527
2005,39.2000,15.5000,-1.1900,16.6900,654.2934
2006,5.3000,15.5700,0.0100,15.5600,82.4653
2007,7.7000,16.1100,1.8000,14.3100,110.1857
2008,11.5000,16.3700,0.5700,15.8000,181.7166
2009,8.9000,16.2600,1.3100,14.9500,133.0341
2010,13.2000,13.9900,-0.7500,14.7400,194.6152
2011,15.3000,15.7900,0.1500,15.6300,239.2107
2012,3.6000,16.4000,-0.5700,16.9700,61.1090
2013,21.7000,14.9400,-2.3500,17.3000,375.3413
2014,3.9000,17.3700,0.8900,16.4700,64.2445
2015,8.7000,16.1900,1.4500,14.7400,128.2493
2016,6.9000,16.6400,0.6100,16.0300,110.6395
2017,13.8000,16.5100,1.2300,15.2800,210.8160
2018,7.4300,16.4500,1.1200,15.3300,113.9591
2019,9.8000,16.4500,1.0800,15.3600,150.5542
