year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.2000,3.4000,-21.6800,25.0800,80.2558
1981,7.6000,5.5900,-19.0500,24.6400,187.2653
1982,18.7000,5.5800,-16.4000,21.9800,411.0328
1983,8.4000,5.7300,-17.6700,23.4100,196.6284
1984,12.1000,3.9700,-19.6500,23.6200,285.7899
1985,11.0000,5.0100,-19.2700,24.2800,267.0415
1986,10.9000,4.7700,-20.6900,25.4600,277.5206
1987,17.5000,2.8300,-17.7100,20.5500,359.5925
1988,14.8000,3.5800,-18.5100,22.0900,326.9368
1989,11.2000,5.8900,-16.5000,22.3900,250.8080
1990,20.4000,7.0000,-17.9000,24.9000,507.9368
1991,10.8000,4.9200,-16.0200,20.9400,226.1708
1992,12.1000,5.8200,-17.5200,23.3300,282.3269
1993,11.3000,5.7900,-17.4200,23.2100,262.3011
1994,10.8000,4.5200,-18.6800,23.2000,250.5078
1995,15.9000,4.2500,-16.8900,21.1400,336.1275
1996,1.2000,6.5500,-14.7800,21.3300,25.5976
1997,9.5000,5.8000,-17.6300,23.4200,222.5327
1998,8.3000,7.7200,-14.7200,22.4400,186.2307
1999,9.4000,3.0900,-16.7600,19.8500,186.6334
2000,29.1000,5.4600,-18.5300,23.9900,698.1258
2001,13.5000,5.2300,-21.9200,27.1500,366.5299
2002,20.6000,7.5700,-15.0700,22.6400,466.4432
2003,4.7000,7.5700,-16.0700,23.6300,111.0802
2004,12.7000,5.3600,-16.0800,21.4500,272.3712
2005,23.0000,4.1900,-18.8900,23.0900,530.9967
2006,15.2000,5.5300,-18.5000,24.0400,365.3797
2007,25.2000,5.2500,-12.4200,17.6700,445.3412
2008,7.5000,8.1100,-16.0000,24.1100,180.8398
2009,11.2000,6.2800,-16.5000,22.7800,255.1785
2010,22.5000,2.6700,-19.3800,22.0400,495.9663
2011,26.3000,5.2200,-18.5800,23.8000,625.8409
2012,3.3000,6.0500,-17.0300,23.0800,76.1665
2013,27.6000,4.2200,-19.1200,23.3400,644.2647
2014,15.0000,7.5700,-16.4800,24.0600,360.8424
2015,35.1000,6.1800,-14.8800,21.0600,739.0695
2016,28.6000,6.9900,-15.9200,22.9200,655.4760
2017,17.1000,7.5800,-14.5700,22.1500,378.7898
2018,20.8000,6.9900,-18.6200,25.6100,532.7609
2019,7.4000,7.4700,-12.6500,20.1200,148.8687
