year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.8000,0.9600,-17.6700,18.6300,70.7998
1981,8.5000,3.7900,-19.9000,23.6900,201.3389
1982,5.5000,2.8300,-15.9200,18.7500,103.1089
1983,9.0000,3.5900,-17.2200,20.8100,187.2526
1984,7.5000,1.3600,-18.3400,19.6900,147.7124
1985,9.9000,2.2400,-18.4200,20.6700,204.5904
1986,9.0000,2.6200,-19.7700,22.4000,201.5652
1987,16.8000,1.1600,-17.6100,18.7700,315.3689
1988,9.6000,1.4000,-15.2700,16.6700,160.0665
1989,11.0000,4.8000,-14.5500,19.3500,212.8736
1990,8.0000,4.2200,-15.9000,20.1300,161.0006
1991,9.1000,2.2500,-16.9900,19.2400,175.0946
1992,8.9000,3.3800,-14.8900,18.2600,162.5497
1993,7.0000,2.8100,-15.9500,18.7600,131.3263
1994,10.5000,3.2200,-15.9700,19.2000,201.5592
1995,6.7000,2.0600,-15.5100,17.5600,117.6808
1996,4.3000,3.1700,-15.5200,18.6900,80.3783
1997,11.6000,4.0100,-15.4400,19.4500,225.6427
1998,6.7000,6.0200,-13.9900,20.0100,134.0492
1999,4.8000,3.1100,-13.9400,17.0500,81.8442
2000,11.1000,4.1200,-18.3000,22.4200,248.8812
2001,23.9000,3.4500,-18.0600,21.5100,514.1150
2002,3.3000,5.5200,-13.5000,19.0200,62.7575
2003,6.6000,4.2500,-16.0600,20.3100,134.0607
2004,10.7000,3.9700,-14.8400,18.8100,201.2226
2005,14.1000,3.0200,-17.7700,20.7800,293.0402
2006,12.3000,2.7200,-17.8800,20.6000,253.3886
2007,4.2000,3.3100,-14.2100,17.5200,73.5648
2008,2.8000,4.9900,-17.1000,22.1000,61.8771
2009,2.7000,5.1800,-15.8700,21.0500,56.8334
2010,7.5000,1.0500,-19.0600,20.1100,150.8471
2011,16.4000,2.6800,-18.2900,20.9700,343.9318
2012,5.8000,3.1800,-19.4900,22.6700,131.5081
2013,10.1000,2.9200,-19.6000,22.5200,227.4583
2014,8.1000,5.0100,-15.0000,20.0100,162.0526
2015,20.4000,4.3500,-14.5500,18.9000,385.4703
2016,15.6000,4.9400,-17.5400,22.4700,350.5651
2017,11.4000,5.0200,-14.7600,19.7800,225.4876
2018,10.1000,5.6800,-18.3300,24.0100,242.5498
2019,6.1000,4.9800,-15.3000,20.2800,123.7308
