year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,21.3000,13.3600,1.5300,11.8400,252.1148
1981,19.1000,15.8400,2.0500,13.7900,263.3941
1982,13.9000,15.1100,2.2400,12.8700,178.9507
1983,0.4000,14.7500,1.9100,12.8400,5.1356
1984,6.3000,14.1500,1.3200,12.8300,80.8238
1985,35.7000,13.5900,0.8400,12.7500,455.1034
1986,2.1000,15.1400,1.4200,13.7200,28.8170
1987,38.3000,13.7300,2.7700,10.9600,419.6181
1988,13.8000,13.9500,2.3500,11.6000,160.1021
1989,111.3000,14.3100,1.8900,12.4200,1382.6928
1990,82.7000,14.0400,1.7300,12.3000,1017.4177
1991,14.8000,12.5100,2.6100,9.9000,146.4517
1992,18.4000,14.2300,2.6800,11.5500,212.4842
1993,24.7000,13.9600,2.5700,11.3900,281.3545
1994,17.1000,15.9500,2.9400,13.0100,222.4537
1995,12.8000,15.1900,2.9700,12.2100,156.3489
1996,24.1000,13.6400,2.1500,11.4900,276.8742
1997,15.9000,15.1100,2.9200,12.2000,193.9224
1998,34.2000,14.5800,2.6900,11.8900,406.5389
1999,5.2000,15.0100,4.6300,10.3800,53.9923
2000,23.9000,16.9200,1.7100,15.2100,363.4330
2001,64.5000,15.7100,2.2600,13.4500,867.4393
2002,47.1000,15.5400,3.8600,11.6900,550.3954
2003,54.8000,14.3400,2.1600,12.1700,667.1146
2004,20.6000,16.2100,3.7600,12.4400,256.3214
2005,27.9000,15.0300,0.8700,14.1600,394.9535
2006,56.0000,15.7700,1.8100,13.9600,781.9818
2007,10.5000,16.3900,3.2900,13.0900,137.4942
2008,41.4000,16.3100,1.6300,14.6800,607.6676
2009,7.4000,15.4000,3.0800,12.3200,91.2009
2010,23.7000,13.6700,2.1600,11.5100,272.7744
2011,21.8000,15.2000,1.9300,13.2700,289.3592
2012,5.8000,15.8000,1.6100,14.2000,82.3344
2013,23.4000,16.8700,1.4900,15.3900,360.0610
2014,38.7000,16.9400,3.1200,13.8200,534.8433
2015,10.3000,15.3200,3.7800,11.5500,118.9140
2016,7.2000,16.4400,3.0600,13.3900,96.3894
2017,23.6000,16.4200,4.0800,12.3400,291.1881
2018,47.0000,16.7700,2.7500,14.0200,658.7652
2019,27.9000,16.7800,2.1700,14.6100,407.6628
