year,total_precipitation,total_snow,total_rain,avg_temperature
1980,364.8,21.900000000000002,342.9000000000001,2.6308743169398907
1981,461.4,26.599999999999998,434.79999999999995,3.4386301369863013
1982,343.73333333333335,21.600000000000005,322.1333333333333,4.683926940639269
1983,527.3,34.800000000000004,492.5,3.6780821917808217
1984,420.2,14.700000000000001,405.5,3.0650273224043714
1985,528.0,22.6,505.4,2.9331506849315065
1986,400.4,10.199999999999998,390.2,3.5772602739726027
1987,493.5,27.1,466.4,2.9071232876712325
1988,600.5,48.2,552.3000000000001,3.874043715846994
1989,347.9,12.5,335.40000000000003,4.576986301369863
1990,401.90000000000003,19.2,382.70000000000005,5.052054794520548
1991,491.9,21.699999999999996,470.09999999999997,4.2065753424657535
1992,316.8,19.9,296.9000000000001,4.161748633879782
1993,536.1,39.400000000000006,496.7000000000001,4.188767123287671
1994,384.8,10.200000000000001,374.5999999999999,4.348219178082192
1995,296.1,14.5,281.6,5.220547945205479
1996,505.0,15.299999999999999,489.70000000000005,4.45655737704918
1997,461.2,9.700000000000001,451.50000000000006,5.161369863013699
1998,548.0,25.7,522.3000000000001,5.034520547945205
1999,365.2,21.7,343.5,4.185479452054794
2000,268.7,11.0,257.7,3.9579234972677595
2001,248.5,12.9,235.60000000000002,4.138904109589041
2002,455.8,14.4,441.4,4.627671232876712
2003,520.3,11.399999999999999,508.8999999999999,5.206301369863014
2004,321.4,20.1,301.2999999999999,5.151639344262295
2005,566.2,30.5,535.6999999999999,3.9224657534246576
2006,421.0,9.6,411.40000000000003,4.172328767123288
2007,390.5,24.8,365.70000000000005,5.788493150684932
2008,392.5,22.8,369.7000000000001,5.274590163934426
2009,515.8,34.10000000000001,481.70000000000005,3.8071232876712324
2010,451.5,54.599999999999994,396.9,3.356438356164383
2011,504.2,4.5,499.70000000000005,4.212054794520548
2012,631.5,42.8,588.7000000000002,3.6314207650273223
2013,520.3,36.300000000000004,484.0,3.713698630136986
2014,434.2,25.7,408.5,4.980547945205479
2015,483.0,49.1,433.9,5.148219178082192
2016,637.0,24.700000000000003,612.3000000000001,4.302185792349727
2017,450.40000000000003,10.100000000000001,440.30000000000007,5.316438356164384
2018,606.2,29.500000000000004,576.7,5.0449315068493155
2019,509.2,37.800000000000004,471.40000000000003,5.598630136986301
