date,station_id,省名,台站名,lat,lon,alt,year,month,day,pre,pre_type,tem_avg,tem_max,tem_min,rhu_avg,rhu_min,prs_avg,pra_max,prs_min,evp_small,evp_large,tw_calc,model_precip_type
1980-01-01,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,1,0.2,normal,-6.7,3.3,-15.7,0.52,0.22,657.7,659.2,654.3,1.5,,-9.301898418345647,Snow
1980-01-02,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,2,0.0,无,-6.5,3.8,-16.6,0.49,0.23,656.8,658.4,654.1,1.3,,,无
1980-01-03,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,3,0.0,无,-5.2,1.0,-9.7,0.65,0.38,657.0,658.8,655.4,1.0,,,无
1980-01-04,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,4,0.0,无,-6.9,0.8,-12.3,0.5,0.28,661.1,663.0,658.8,1.4,,,无
1980-01-05,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,5,0.0,无,-8.0,0.2,-16.6,0.55,0.27,659.1,661.1,657.0,1.5,,,无
1980-01-06,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,6,0.0,无,-10.8,-3.1,-17.8,0.36,0.12,662.6,664.2,659.0,2.0,,,无
1980-01-07,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,7,0.0,无,-12.1,-1.8,-20.2,0.41,0.22,661.2,664.1,657.4,1.1,,,无
1980-01-08,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,8,0.0,无,-10.1,-1.3,-18.9,0.39,0.18,662.3,664.5,660.9,1.6,,,无
1980-01-09,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,9,0.0,无,-9.2,3.0,-18.5,0.39,0.15,661.2,663.9,657.6,1.5,,,无
1980-01-10,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,10,0.0,无,-7.9,3.3,-16.5,0.37,0.13,657.8,659.7,655.4,1.8,,,无
1980-01-11,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,11,0.0,无,-8.1,3.3,-17.1,0.41,0.18,655.4,657.0,651.6,1.5,,,无
1980-01-12,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,12,0.0,无,-5.5,4.8,-15.1,0.37,0.11,658.3,661.0,655.7,1.9,,,无
1980-01-13,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,13,0.0,无,-6.2,0.9,-12.8,0.4,0.17,659.4,661.4,657.6,1.6,,,无
1980-01-14,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,14,0.0,无,-10.6,-0.8,-18.8,0.49,0.2,662.8,665.1,661.2,1.4,,,无
1980-01-15,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,15,0.0,无,-10.9,2.1,-22.1,0.41,0.17,662.1,664.8,657.9,1.6,,,无
1980-01-16,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,16,0.0,无,-9.1,-0.6,-15.7,0.35,0.11,662.1,664.0,659.5,1.9,,,无
1980-01-17,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,17,0.0,无,-10.2,4.1,-20.4,0.34,0.17,661.3,663.6,657.4,1.2,,,无
1980-01-18,56151,青海,班玛,32.93333333333333,100.75,3750.0,1980,1,18,0.0,无,-6.6,1.6,-14.7,0.47,0.22,662.4,664.5,658.9,1.9,,,无
