year,total_precipitation,total_snow,total_rain,avg_temperature
1980,113.7,22.3,91.4,3.471857923497268
1981,114.8,27.4,87.4,3.811780821917808
1982,64.4,13.1,51.3,5.518630136986301
1983,153.3,13.700000000000001,139.60000000000002,5.756164383561644
1984,215.0,29.700000000000003,185.29999999999998,1.608743169398907
1985,108.9,19.1,89.80000000000001,3.0753424657534247
1986,133.5,31.6,101.9,4.067123287671233
1987,161.1,37.400000000000006,123.69999999999999,3.7635616438356165
1988,156.2,35.4,120.8,3.8314207650273224
1989,102.3,24.9,77.39999999999999,5.419178082191781
1990,122.8,34.4,88.39999999999999,5.462739726027397
1991,127.8,31.7,96.10000000000001,4.96958904109589
1992,209.1,24.599999999999998,184.49999999999997,4.049180327868853
1993,181.6,36.599999999999994,144.99999999999997,3.5701369863013697
1994,140.8,37.099999999999994,103.7,5.130410958904109
1995,121.9,13.299999999999999,108.60000000000001,5.6167123287671235
1996,125.10000000000001,41.699999999999996,83.39999999999999,4.266666666666667
1997,65.6,31.6,34.0,5.698356164383562
1998,136.4,36.0,100.39999999999998,5.239726027397261
1999,86.8,32.300000000000004,54.50000000000001,5.207123287671233
2000,121.3,32.8,88.5,4.795081967213115
2001,126.4,26.5,99.89999999999999,4.695616438356165
2002,114.2,34.00000000000001,80.19999999999999,5.724109589041096
2003,100.2,38.400000000000006,61.80000000000001,4.587123287671233
2004,150.4,48.60000000000001,101.80000000000001,5.182513661202186
2005,155.6,37.40000000000001,118.19999999999999,4.325479452054794
2006,98.4,29.9,68.5,5.447397260273973
2007,177.5,20.5,157.0,6.3690410958904105
2008,87.8,19.099999999999998,68.7,6.110928961748634
2009,128.4,27.999999999999996,100.4,5.4021917808219175
2010,151.7,82.39999999999999,69.3,4.221095890410959
2011,140.5,44.5,95.99999999999999,5.34082191780822
2012,172.7,40.300000000000004,132.4,4.449726775956284
2013,157.7,24.9,132.8,6.228219178082193
2014,136.2,43.5,92.7,5.070136986301369
2015,121.6,43.3,78.3,6.494520547945205
2016,181.8,45.599999999999994,136.20000000000002,5.451366120218579
2017,137.2,22.2,115.0,5.788493150684932
2018,126.6,31.500000000000004,95.1,4.773698630136987
2019,146.3,41.1,105.19999999999999,5.73662100456621
