year,total_precipitation,total_snow,total_rain,avg_temperature
1980,51.3,1.4,49.900000000000006,12.475409836065573
1981,159.4,3.8,155.60000000000002,11.473972602739726
1982,184.1,6.9,177.2,12.087397260273972
1983,88.4,0.5,87.9,11.756438356164384
1984,97.6,5.2,92.4,11.176502732240436
1985,19.3,4.1,15.200000000000001,11.746575342465754
1986,56.5,1.5,55.0,12.081917808219178
1987,129.0,2.3,126.69999999999997,12.076438356164383
1988,126.0,1.5,124.5,11.801639344262295
1989,109.1,2.9000000000000004,106.2,11.606027397260274
1990,103.7,4.0,99.69999999999999,12.63945205479452
1991,141.5,14.899999999999999,126.6,11.40027397260274
1992,104.7,7.4,97.3,11.391803278688524
1993,123.8,36.70000000000001,87.1,11.597808219178082
1994,54.4,8.799999999999999,45.6,12.482739726027397
1995,97.6,5.4,92.2,11.66958904109589
1996,145.3,6.7,138.6,10.866666666666665
1997,86.4,0.0,86.4,12.455616438356165
1998,175.5,32.599999999999994,142.9,12.018904109589041
1999,85.7,0.4,85.29999999999998,12.435890410958905
2000,92.5,0.5,91.99999999999999,11.945901639344262
2001,102.6,6.3,96.30000000000001,12.05945205479452
2002,114.5,17.1,97.39999999999999,11.93917808219178
2003,199.8,25.2,174.60000000000002,11.148219178082192
2004,97.5,3.1,94.4,12.391803278688524
2005,109.9,2.0,107.89999999999999,11.441095890410958
2006,64.1,9.6,54.5,11.815068493150685
2007,66.1,0.6,65.5,12.402191780821918
2008,91.7,18.7,73.0,11.311475409836065
2009,131.6,0.5,131.1,11.814520547945206
2010,252.5,9.399999999999999,243.1,11.197808219178082
2011,98.8,16.8,82.0,11.073150684931507
2012,132.2,5.3,126.89999999999999,10.228142076502733
2013,154.3,2.8000000000000003,151.49999999999997,11.870136986301372
2014,77.60000000000001,3.9,73.70000000000002,11.232602739726026
2015,114.3,7.2,107.10000000000001,12.270958904109587
2016,146.8,9.299999999999999,137.50000000000003,12.130601092896175
2017,218.4,3.2,215.20000000000002,11.592054794520548
2018,148.9,7.3,141.6,10.956347031963471
2019,171.8,1.2000000000000004,170.6,11.434520547945207
