year,total_precipitation,total_snow,total_rain,avg_temperature
1980,336.8,16.099999999999998,320.7,4.3497267759562845
1981,415.40000000000003,23.2,392.20000000000005,4.947123287671233
1982,269.3,12.299999999999997,257.0,6.133424657534246
1983,517.7,36.30000000000002,481.40000000000003,5.4468493150684925
1984,368.4,12.100000000000001,356.29999999999995,4.689344262295082
1985,551.7,31.600000000000005,520.1,4.474794520547945
1986,474.8,7.1000000000000005,467.70000000000005,5.1665753424657535
1987,512.0,16.299999999999997,495.69999999999993,4.620547945205479
1988,510.0,15.899999999999999,494.1,5.778415300546448
1989,314.6,8.5,306.1000000000001,6.184109589041095
1990,530.7,32.7,497.99999999999994,6.372876712328767
1991,408.3,28.7,379.6,5.641369863013699
1992,396.9,16.499999999999996,380.4,5.676502732240437
1993,348.7,20.2,328.5,5.867123287671233
1994,462.4,21.3,441.09999999999997,6.2027397260273975
1995,292.0,7.999999999999999,283.99999999999994,6.478630136986301
1996,270.4,15.7,254.7,5.9005464480874315
1997,288.9,2.3,286.59999999999997,6.682465753424657
1998,712.9,26.600000000000005,686.3000000000001,6.8471232876712325
1999,375.9,13.8,362.1,5.886575342465753
2000,498.3,21.000000000000007,477.2999999999999,5.393989071038251
2001,220.29999999999998,5.8,214.5,5.643561643835617
2002,449.6,17.599999999999998,431.99999999999994,6.416986301369863
2003,348.3,9.0,339.30000000000007,6.703287671232876
2004,247.5,31.000000000000007,216.50000000000003,6.83688524590164
2005,544.0,19.199999999999996,524.8000000000001,5.535342465753424
2006,342.9,7.799999999999999,335.1,6.0531506849315075
2007,244.4,14.700000000000001,229.7,7.406301369863014
2008,435.9,18.7,417.19999999999993,6.869398907103824
2009,309.2,16.6,292.59999999999997,5.671506849315068
2010,308.3,57.29999999999999,250.99999999999997,4.982739726027398
2011,371.09999999999997,5.1,366.0,5.607123287671232
2012,686.0,43.00000000000001,643.0,5.045901639344263
2013,495.0,36.4,458.6,5.543835616438356
2014,519.5,9.1,510.4,6.896986301369863
2015,396.8,35.400000000000006,361.4000000000001,6.767945205479452
2016,435.2,25.599999999999998,409.59999999999997,6.157650273224043
2017,472.2,16.0,456.2,7.14986301369863
2018,436.59999999999997,14.099999999999998,422.5,6.84
2019,551.2,29.8,521.4,7.4262100456621
