station_id,year,hot_days,txx,hot_mean
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,1,36.0,36.0
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,0,32.4,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,0,34.7,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,0,33.9,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,0,33.9,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,0,32.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,0,34.3,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,0,35.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,0,34.4,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,3,36.1,35.833333333333336
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,0,34.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,1,35.6,35.6
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,3,37.5,36.300000000000004
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,0,31.2,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,0,32.3,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,3,37.1,36.833333333333336
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,0,35.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,0,34.6,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,0,35.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,2,36.0,35.55
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,0,35.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,0,34.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,5,37.5,36.540000000000006
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,0,33.0,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,4,37.3,36.099999999999994
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,1,35.3,35.3
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,1,36.7,36.7
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,1,36.0,36.0
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,4,36.9,36.199999999999996
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,0,33.8,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,3,37.0,36.1
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,1,36.6,36.6
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,1,36.2,36.2
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,0,32.3,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,3,35.8,35.36666666666667
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,4,39.5,37.45
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,0,34.5,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,2,37.8,36.8
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,0,33.4,
综合5要素_站点_51076_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,0,34.6,
