station_id,year,hot_days,txx,hot_mean
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,0,33.4,
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,14,37.2,36.20714285714286
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,4,37.4,36.175000000000004
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,0,34.0,
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,1,35.8,35.8
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,8,37.3,36.125
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,5,39.0,37.04
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,2,35.7,35.6
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,5,36.6,36.14
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,3,35.7,35.46666666666667
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,3,36.4,35.99999999999999
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,5,36.9,35.62
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,9,36.4,35.6
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,0,34.9,
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,12,37.2,35.725
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,23,39.6,36.68695652173914
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,3,36.0,35.800000000000004
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,26,38.1,35.98846153846154
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,8,38.0,36.4125
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,15,38.7,36.31333333333334
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,4,35.8,35.6
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,2,35.9,35.65
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,13,38.5,36.39230769230769
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,9,37.7,35.833333333333336
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,25,39.8,36.824
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,8,36.9,35.6625
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,28,40.2,36.89642857142858
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,3,36.3,36.1
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,8,36.2,35.325
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,13,37.8,36.184615384615384
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,14,37.0,35.98571428571429
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,9,37.8,36.35555555555556
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,10,36.8,36.05
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,26,37.9,36.10384615384615
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,28,41.2,37.30357142857143
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,14,37.8,36.278571428571425
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,17,38.3,36.38235294117647
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,25,38.6,36.684
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,24,36.9,35.958333333333336
综合5要素_站点_57144_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,9,37.4,36.333333333333336
