year,total_precipitation,total_snow,total_rain,avg_temperature
1980,248.0,31.4,216.60000000000005,5.608469945355191
1981,336.09999999999997,17.700000000000003,318.40000000000003,5.643561643835617
1982,333.4,11.200000000000001,322.2,6.400821917808219
1983,314.2,24.1,290.0999999999999,6.053698630136986
1984,408.6,10.500000000000002,398.09999999999997,4.883060109289618
1985,391.2,8.6,382.6,5.39013698630137
1986,280.1,45.1,234.99999999999997,5.5969863013698635
1987,288.2,16.0,272.2,6.989041095890411
1988,514.2,26.700000000000003,487.5,5.645628415300547
1989,449.9,12.1,437.8,6.582465753424657
1990,472.4,32.1,440.29999999999995,6.764657534246575
1991,314.0,57.0,256.99999999999994,6.615068493150685
1992,522.2,45.5,476.70000000000005,6.266393442622951
1993,279.4,17.9,261.5,5.9980821917808225
1994,488.4,18.900000000000002,469.50000000000006,6.987671232876712
1995,355.3,6.500000000000001,348.8,6.461095890410959
1996,377.90000000000003,24.299999999999997,353.59999999999997,6.081693989071039
1997,326.0,35.1,290.9,7.4761643835616445
1998,547.5,20.9,526.6,8.141369863013699
1999,274.6,5.7,268.90000000000003,8.111506849315068
2000,181.0,14.399999999999999,166.6,7.058743169398907
2001,324.1,20.3,303.8,7.494794520547945
2002,396.9,20.599999999999998,376.3,7.60986301369863
2003,513.3,48.7,464.6000000000001,6.7216438356164385
2004,421.6,18.700000000000003,402.9000000000001,7.330874316939891
2005,220.3,17.000000000000004,203.29999999999998,7.021917808219178
2006,303.6,23.1,280.5,7.940273972602739
2007,373.9,66.39999999999999,307.50000000000006,7.951780821917809
2008,386.9,18.3,368.6000000000001,6.937158469945355
2009,298.3,19.299999999999997,279.0,7.653150684931507
2010,349.90000000000003,22.3,327.6,7.337808219178083
2011,252.3,42.0,210.29999999999995,7.137260273972602
2012,673.1,42.9,630.1999999999999,6.5972677595628415
2013,439.4,2.7,436.70000000000005,8.208493150684932
2014,450.8,21.599999999999994,429.20000000000005,8.167123287671233
2015,247.2,60.199999999999996,187.00000000000003,8.106849315068493
2016,592.4,40.00000000000001,552.4000000000002,7.756010928961748
2017,330.7,56.4,274.29999999999995,8.459726027397261
2018,422.6,33.60000000000001,389.0,7.813698630136987
2019,472.8,35.0,437.79999999999995,8.11917808219178
