year,total_precipitation,total_snow,total_rain,avg_temperature
1980,33.4,1.4000000000000001,32.0,10.72704918032787
1981,42.4,5.4,37.0,10.112602739726027
1982,34.6,0.8,33.8,10.944109589041096
1983,32.8,6.499999999999999,26.3,10.518356164383562
1984,51.1,1.4000000000000001,49.7,9.323497267759564
1985,17.2,13.299999999999997,3.9000000000000004,10.053698630136987
1986,24.1,4.6,19.5,10.42
1987,47.5,26.5,21.000000000000004,10.111232876712329
1988,68.3,9.9,58.39999999999999,10.012295081967213
1989,29.7,1.1,28.600000000000005,10.524109589041096
1990,31.3,8.4,22.9,10.146575342465754
1991,20.1,4.0,16.099999999999998,10.11972602739726
1992,71.7,6.6000000000000005,65.1,9.363661202185792
1993,47.900000000000006,3.9000000000000004,44.0,9.51972602739726
1994,29.1,4.800000000000001,24.299999999999997,10.098630136986301
1995,62.3,7.0,55.300000000000004,9.573150684931507
1996,28.6,1.5,27.099999999999998,9.36775956284153
1997,9.200000000000001,1.7000000000000002,7.499999999999999,10.857534246575343
1998,65.9,14.2,51.699999999999996,10.712054794520547
1999,36.4,7.800000000000001,28.599999999999998,10.845753424657534
2000,53.1,10.899999999999999,42.2,10.153825136612022
2001,55.5,9.0,46.5,10.490958904109588
2002,68.2,15.2,53.0,10.912328767123288
2003,57.4,6.9,50.5,9.50054794520548
2004,37.5,6.699999999999999,30.8,10.582513661202185
2005,66.1,35.599999999999994,30.499999999999996,10.454246575342466
2006,29.2,10.1,19.100000000000005,10.69890410958904
2007,55.7,3.5,52.2,11.256164383561643
2008,42.1,4.3,37.8,10.847814207650273
2009,31.2,19.4,11.799999999999999,10.824109589041097
2010,64.9,9.9,55.0,10.533150684931506
2011,22.8,6.6,16.2,10.526301369863013
2012,61.9,17.9,44.0,9.9827868852459
2013,19.3,4.199999999999999,15.1,10.78986301369863
2014,39.7,2.3,37.400000000000006,10.366849315068494
2015,78.8,11.6,67.19999999999999,11.467123287671233
2016,43.2,7.3999999999999995,35.8,11.65327868852459
2017,31.9,2.7,29.2,11.802465753424656
2018,57.300000000000004,6.200000000000001,51.099999999999994,10.48228310502283
2019,22.0,0.30000000000000004,21.699999999999996,11.360273972602739
