station_id,year,hot_days,txx,hot_mean
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,5,36.2,35.68
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,17,39.3,36.629411764705885
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,4,38.3,36.625
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,1,35.5,35.5
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,4,37.7,36.85
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,8,36.8,35.8125
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,8,36.9,36.2
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,0,34.6,
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,24,39.7,37.020833333333336
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,5,36.4,35.620000000000005
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,7,36.5,35.84285714285714
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,6,37.0,36.083333333333336
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,15,39.1,36.29333333333333
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,5,36.7,35.980000000000004
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,12,37.9,35.94166666666667
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,1,35.1,35.1
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,3,35.7,35.4
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,9,36.5,35.666666666666664
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,5,36.0,35.66
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,6,36.7,35.85
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,0,34.8,
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,14,37.9,35.93571428571429
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,18,38.8,36.0
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,14,37.2,36.08571428571428
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,15,37.4,36.053333333333335
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,13,38.8,36.86923076923077
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,12,38.0,36.608333333333334
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,2,35.1,35.1
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,7,37.4,35.785714285714285
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,10,38.1,36.11
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,17,37.5,35.98823529411764
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,12,39.9,37.00833333333333
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,24,39.6,36.737500000000004
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,35,40.3,36.61142857142857
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,13,38.9,36.58461538461539
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,4,37.2,35.8
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,17,37.8,36.01764705882353
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,16,38.8,36.775
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,13,37.0,35.9076923076923
综合5要素_站点_57178_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,18,38.0,36.28333333333334
