station_id,year,hot_days,txx,hot_mean
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,0,33.3,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,0,34.4,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,0,32.5,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,1,35.2,35.2
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,0,34.6,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,0,31.2,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,0,33.4,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,0,33.1,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,0,33.7,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,0,31.4,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,0,32.8,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,0,34.8,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,1,36.2,36.2
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,0,31.7,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,0,33.5,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,0,32.9,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,0,32.7,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,0,33.9,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,0,33.1,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,0,33.2,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,0,34.9,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,0,34.3,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,3,41.4,38.03333333333334
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,0,32.5,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,1,35.8,35.8
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,1,35.4,35.4
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,0,34.5,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,2,35.6,35.45
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,0,32.9,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,0,34.5,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,1,35.6,35.6
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,0,34.1,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,1,36.1,36.1
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,6,37.3,36.11666666666667
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,1,36.3,36.3
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,3,36.0,35.699999999999996
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,0,34.7,
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,2,36.7,36.45
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,1,35.1,35.1
综合5要素_站点_54945_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,0,32.9,
