station_id,year,hot_days,txx,hot_mean
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,5,35.8,35.60000000000001
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,12,38.5,36.324999999999996
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,7,37.3,35.8
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,16,38.5,36.55
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,13,37.9,36.03846153846154
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,7,36.0,35.54285714285714
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,9,38.5,36.08888888888889
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,8,36.9,36.125
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,3,38.6,37.86666666666667
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,7,37.5,35.92857142857143
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,2,36.5,36.4
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,2,36.0,35.7
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,8,38.5,36.8375
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,5,37.1,35.94
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,12,37.2,35.833333333333336
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,1,35.3,35.3
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,6,38.0,36.06666666666667
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,27,39.5,36.97037037037037
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,14,38.7,36.58571428571429
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,28,40.0,36.517857142857146
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,28,41.1,37.075
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,16,39.4,36.431250000000006
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,13,40.7,36.984615384615374
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,7,36.7,35.68571428571428
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,4,38.5,36.675
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,16,40.8,37.10625
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,12,37.8,36.175
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,10,37.2,35.959999999999994
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,2,36.2,35.8
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,16,39.4,36.5
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,14,39.0,36.392857142857146
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,11,37.0,36.04545454545455
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,7,38.7,36.45714285714286
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,9,37.3,36.16666666666666
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,8,37.03333333333333,35.858333333333334
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,5,38.8,36.739999999999995
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,8,37.3,35.975
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,21,38.7,36.65714285714286
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,24,40.2,36.795833333333334
综合5要素_站点_54518_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,21,38.9,36.18095238095238
