station_id,year,hot_days,txx,hot_mean
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,6,38.1,36.699999999999996
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,16,38.3,36.5875
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,3,38.1,37.199999999999996
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,1,35.2,35.2
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,5,36.1,35.82
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,8,38.2,36.775
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,2,36.8,36.349999999999994
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,3,36.4,35.93333333333333
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,24,39.5,36.43333333333334
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,6,35.8,35.4
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,4,38.0,36.275000000000006
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,7,37.6,36.41428571428571
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,10,41.2,37.13
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,3,36.4,36.13333333333333
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,16,37.6,35.9125
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,13,38.1,36.307692307692314
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,4,35.7,35.45
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,13,37.1,36.05384615384615
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,12,37.8,36.28333333333334
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,13,38.5,36.215384615384615
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,0,35.0,
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,16,40.5,36.23125
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,20,37.3,36.1
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,12,38.2,36.775000000000006
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,21,40.3,37.58571428571428
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,15,39.2,36.786666666666655
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,14,39.3,36.635714285714286
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,5,39.2,36.440000000000005
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,8,37.8,36.6125
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,7,37.9,36.08571428571428
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,11,38.2,36.199999999999996
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,9,40.6,37.3111111111111
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,20,39.7,36.75
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,39,40.1,36.68461538461538
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,19,40.2,36.82105263157895
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,12,39.0,36.166666666666664
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,26,38.4,36.511538461538464
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,24,39.4,36.545833333333334
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,30,38.2,36.2
综合5要素_站点_57156_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,28,38.6,36.375
