station_id,year,hot_days,txx,hot_mean
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,0,34.0,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,0,34.4,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,0,33.3,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,0,34.8,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,0,34.4,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,0,33.6,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,0,34.8,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,2,36.6,35.85
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,0,33.5,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,0,33.7,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,2,35.8,35.65
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,1,36.1,36.1
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,1,35.6,35.6
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,0,34.3,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,0,33.7,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,0,34.8,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,1,35.7,35.7
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,5,36.7,35.82
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,5,37.4,36.5
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,4,36.6,35.575
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,0,33.8,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,2,36.5,36.05
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,2,35.9,35.5
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,0,33.4,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,1,35.4,35.4
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,10,38.6,36.2
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,1,38.7,38.7
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,4,35.8,35.45
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,2,35.9,35.599999999999994
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,7,37.5,36.028571428571425
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,13,39.4,36.646153846153844
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,0,34.6,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,2,36.4,35.75
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,0,34.4,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,0,34.3,
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,3,36.4,35.73333333333333
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,1,35.2,35.2
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,10,37.9,36.46999999999999
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,3,36.5,35.86666666666667
综合5要素_站点_53772_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,6,36.8,36.1
