year,total_precipitation,total_snow,total_rain,avg_temperature
1980,566.1,107.39999999999998,458.7,1.9743169398907106
1981,773.6,72.3,701.3000000000001,2.2594520547945205
1982,640.6,63.3,577.3000000000001,3.2315068493150685
1983,607.9,40.100000000000016,567.8000000000001,2.930958904109589
1984,672.2,97.79999999999998,574.3999999999999,2.097540983606557
1985,554.2,50.4,503.8,2.2936986301369866
1986,761.6,95.8,665.8,2.296712328767123
1987,798.7,108.3,690.4,2.7167123287671235
1988,631.3,141.5,489.80000000000007,2.8822404371584702
1989,660.5,65.99999999999999,594.5000000000001,3.4846575342465758
1990,707.9,133.3,574.6,3.9367123287671237
1991,621.4,53.6,567.8000000000001,2.9597260273972603
1992,597.6,103.19999999999997,494.4,3.0920765027322408
1993,665.7,81.6,584.1,2.973150684931507
1994,920.6,50.699999999999996,869.9000000000001,3.653150684931507
1995,917.9,53.699999999999996,864.1999999999998,3.3205479452054796
1996,615.7,52.7,563.0,3.159016393442623
1997,578.0,84.1,493.90000000000003,3.331232876712329
1998,813.6,106.09999999999998,707.5,4.7345205479452055
1999,640.4,79.50000000000001,556.6,3.6693150684931504
2000,707.7,82.9,624.8000000000001,2.7030054644808743
2001,583.9,39.5,544.4000000000001,3.0821917808219177
2002,679.3,120.39999999999999,558.9000000000001,3.493150684931507
2003,551.6,78.3,473.3,3.665753424657534
2004,609.9,114.1,495.80000000000007,3.808196721311475
2005,720.7,59.400000000000006,661.3,3.222739726027397
2006,589.0,112.1,476.8999999999999,4.164657534246575
2007,755.5,127.80000000000001,627.7000000000002,4.841643835616439
2008,509.0,37.3,471.69999999999993,4.575956284153006
2009,663.7,139.3,524.4,3.9013698630136986
2010,810.3,146.4,663.8999999999999,3.6569863013698627
2011,612.3,50.6,561.7000000000002,3.693424657534247
2012,779.7,119.8,659.8999999999999,3.09672131147541
2013,894.0,127.9,766.0999999999999,3.8298630136986302
2014,592.0,63.900000000000006,528.1,4.471232876712329
2015,711.4,155.49999999999997,555.9,4.51945205479452
2016,1017.3,166.6,850.7,4.531420765027322
2017,641.8,90.79999999999998,551.0,3.893972602739726
2018,826.4333333333333,107.5,718.9333333333334,3.79351598173516
2019,611.0666666666667,103.60000000000002,507.4666666666667,4.551232876712329
