year,total_precipitation,total_snow,total_rain,avg_temperature
1980,775.1,131.29999999999998,643.8000000000001,2.9275956284153004
1981,820.0,142.6,677.4,3.133972602739726
1982,817.2,83.0,734.2,4.486575342465753
1983,808.9,92.49999999999999,716.4000000000001,4.051506849315069
1984,689.9,107.5,582.4,3.068032786885246
1985,746.1,99.5,646.6,3.231232876712329
1986,1190.8,116.3,1074.5000000000002,3.132054794520548
1987,872.0,151.89999999999998,720.0999999999998,3.646849315068493
1988,731.9,127.3,604.6,3.7221311475409835
1989,798.9,61.5,737.4,4.466301369863014
1990,865.1,135.79999999999995,729.3000000000002,4.975616438356164
1991,834.1,111.5,722.5999999999999,3.8005479452054796
1992,757.6,173.7,583.9,4.00327868852459
1993,737.5,97.60000000000001,639.9000000000001,3.8742465753424655
1994,812.6,85.39999999999999,727.1999999999999,4.646849315068493
1995,1139.7,93.5,1046.2,3.9758904109589044
1996,799.8,74.50000000000001,725.3000000000001,3.8909836065573766
1997,676.7,116.9,559.8000000000001,4.257534246575342
1998,806.5,110.8,695.7,5.61972602739726
1999,749.7,111.9,633.7000000000002,4.32904109589041
2000,812.1,105.5,706.6,3.6204918032786884
2001,681.4,74.50000000000001,606.9000000000001,3.952876712328767
2002,775.0,184.70000000000002,590.3000000000001,4.122191780821917
2003,683.6,180.7,502.9,4.473972602739726
2004,857.4,158.6,698.8000000000001,4.801912568306011
2005,1017.2,109.60000000000001,907.6000000000001,3.315068493150685
2006,764.8,161.1,603.7000000000002,4.28027397260274
2007,888.2,171.3,708.5000000000001,4.771780821917808
2008,625.3,93.00000000000001,532.2999999999998,4.572131147540984
2009,847.9,255.99999999999997,591.9,3.9684931506849317
2010,1143.5,189.89999999999998,953.6,3.4704109589041097
2011,798.2,70.00000000000001,728.2,3.59013698630137
2012,929.3,172.0,757.3000000000002,3.2453551912568304
2013,1100.1,243.4,856.6999999999999,3.8808219178082193
2014,659.7,109.9,549.8,4.618082191780822
2015,902.7,198.79999999999998,703.9,4.82
2016,1040.4,182.2,858.2,4.545081967213115
2017,730.8,138.8,592.0000000000001,4.378904109589041
2018,1065.7,157.10000000000002,908.6,4.422191780821918
2019,785.4666666666667,164.56666666666666,620.9000000000001,5.241187214611872
