year,total_precipitation,total_snow,total_rain,avg_temperature
1980,862.4,136.4,726.0,5.112568306010929
1981,606.0,81.20000000000002,524.8,5.448767123287671
1982,575.5,71.1,504.4000000000001,6.432054794520547
1983,923.1,42.599999999999994,880.5000000000002,6.2246575342465755
1984,748.3,86.89999999999999,661.3999999999999,5.318032786885246
1985,1074.8,57.20000000000001,1017.6000000000001,5.086575342465753
1986,927.6,53.09999999999999,874.5,5.331232876712329
1987,986.3,108.70000000000002,877.6,5.686575342465753
1988,659.9,65.9,594.0,5.974863387978143
1989,701.3,39.3,662.0000000000001,6.770136986301369
1990,810.1,60.5,749.6,6.943561643835617
1991,731.3,47.599999999999994,683.6000000000001,6.115068493150685
1992,595.9,80.0,515.2,6.037704918032787
1993,739.1,69.7,669.1000000000001,5.803835616438357
1994,845.9,32.699999999999996,813.1999999999999,6.883835616438356
1995,1130.0,32.8,1097.2,6.365205479452055
1996,844.8,40.400000000000006,804.4000000000001,5.993169398907104
1997,551.3,82.8,468.5,6.453972602739726
1998,901.5,74.30000000000001,827.1999999999999,7.615342465753424
1999,579.0,79.3,499.70000000000005,6.675068493150685
2000,577.4,120.89999999999999,456.5,5.784699453551912
2001,828.3,35.6,792.6999999999999,6.128219178082192
2002,688.5,50.2,638.2999999999998,6.753698630136986
2003,755.4,55.50000000000001,699.9,6.804109589041096
2004,694.6,110.7,583.8999999999999,6.916939890710382
2005,917.6,36.4,881.1999999999999,5.661369863013699
2006,807.6,54.8,752.8000000000001,6.745479452054794
2007,620.2,91.7,528.5,7.418630136986302
2008,714.4,54.6,659.8000000000001,6.886065573770492
2009,694.6,118.2,576.4,6.112328767123287
2010,1190.6,123.29999999999998,1067.3,5.615342465753424
2011,514.7,44.89999999999999,469.8,5.758082191780821
2012,881.6999999999999,114.69999999999999,767.0000000000001,5.324863387978143
2013,1165.1,123.19999999999999,1041.9,6.0087671232876705
2014,575.2,33.300000000000004,541.9,6.467671232876712
2015,666.4,127.50000000000001,538.9,6.632054794520547
2016,908.4,60.3,848.1,6.273224043715847
2017,726.2,71.89999999999998,654.3000000000001,6.351780821917808
2018,597.7,46.99999999999999,550.7,6.258447488584475
2019,782.3,68.19999999999999,714.1,6.900547945205479
