station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1980,12.899999999999999,12.0,1980-03-15
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1981,0.1,0.1,1981-03-08
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1982,25.000000000000004,12.5,1982-04-03
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1983,20.7,5.6,1983-03-30
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1984,16.5,12.4,1984-04-20
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1985,6.8999999999999995,4.499999999999999,1985-03-18
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1986,55.7,18.9,1986-04-05
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1987,23.5,11.6,1987-04-10
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1988,47.699999999999996,10.4,1988-04-12
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1989,14.5,5.299999999999999,1989-03-15
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1990,35.7,10.0,1990-03-29
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1991,22.2,7.2,1991-03-23
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1992,22.800000000000004,8.4,1992-03-18
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1993,68.6,23.6,1993-05-14
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1994,15.1,5.2,1994-04-12
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1995,97.2,18.900000000000002,1995-04-24
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1996,36.5,10.299999999999999,1996-03-13
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1997,1.2,0.9,1997-03-23
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1998,3.4,1.5999999999999999,1998-03-12
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,1999,9.200000000000001,9.1,1999-03-22
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2000,37.400000000000006,20.4,2000-04-07
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2001,0.0,0.0,2001-03-01
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2002,0.0,0.0,2002-03-01
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2003,33.6,12.4,2003-03-14
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2004,34.2,10.4,2004-05-01
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2005,48.9,8.0,2005-03-24
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2006,0.1,0.1,2006-04-13
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2007,5.199999999999999,3.6,2007-03-08
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2008,0.30000000000000004,0.2,2008-03-03
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2009,2.8,1.5,2009-03-06
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2010,16.5,7.5,2010-04-20
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2011,39.7,12.4,2011-03-26
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2012,46.9,12.0,2012-04-11
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2013,0.0,0.0,2013-03-01
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2014,0.0,0.0,2014-03-01
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2015,4.5,2.4,2015-03-05
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2016,2.4,1.8,2016-03-19
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2017,78.10000000000001,24.0,2017-03-21
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2018,0.8,0.5,2018-03-16
综合5要素_站点_51705_1980_2019_withptype_filled_withptype,2019,1.4000000000000001,1.1,2019-03-04
