station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1980,18.099999999999998,12.299999999999999,1980-04-17
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1981,3.8000000000000003,1.3,1981-03-30
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1982,29.000000000000004,10.0,1982-05-14
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1983,13.100000000000001,2.4,1983-04-11
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1984,29.6,8.900000000000007,1984-04-22
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1985,18.0,6.199999999999999,1985-05-16
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1986,15.200000000000001,10.0,1986-04-14
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1987,19.200000000000003,6.799999999999997,1987-04-15
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1988,30.799999999999997,13.7,1988-04-22
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1989,6.5,1.5000000000000002,1989-04-29
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1990,30.599999999999998,10.0,1990-05-19
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1991,15.899999999999999,4.2,1991-04-21
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1992,28.300000000000004,6.8,1992-05-29
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1993,13.3,6.2,1993-04-14
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1994,7.200000000000001,3.2,1994-04-21
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1995,10.2,2.0,1995-05-23
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1996,29.0,9.6,1996-04-16
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1997,13.8,6.8,1997-04-07
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1998,28.799999999999997,8.1,1998-05-12
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,1999,11.200000000000001,3.1,1999-05-15
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2000,50.099999999999994,8.399999999999999,2000-04-24
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2001,20.499999999999996,6.1,2001-05-04
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2002,23.700000000000003,7.6,2002-04-08
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2003,10.8,4.7,2003-04-07
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2004,4.3999999999999995,1.8,2004-05-12
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2005,5.1000000000000005,3.5,2005-04-02
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2006,14.3,6.4,2006-04-07
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2007,10.600000000000001,6.2,2007-05-23
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2008,25.2,5.6,2008-03-30
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2009,35.599999999999994,9.499999999999998,2009-05-27
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2010,23.3,11.099999999999998,2010-04-15
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2011,16.5,9.500000000000002,2011-04-18
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2012,9.8,3.2,2012-04-10
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2013,5.5,2.7,2013-04-22
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2014,24.0,11.2,2014-05-24
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2015,52.7,9.6,2015-05-18
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2016,20.5,8.4,2016-03-26
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2017,22.799999999999997,8.0,2017-05-04
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2018,21.8,7.6,2018-03-31
综合5要素_站点_51542_1980_2019_withptype_filled_withptype,2019,50.60000000000001,10.4,2019-04-23
