station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1980,0.0,0.0,1980-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1981,0.0,0.0,1981-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1982,0.0,0.0,1982-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1983,2.0,1.1,1983-04-27
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1984,3.0,3.0,1984-03-12
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1985,0.0,0.0,1985-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1986,0.0,0.0,1986-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1987,3.2,1.7,1987-03-21
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1988,1.1,0.7,1988-03-14
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1989,0.6,0.6,1989-03-12
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1990,10.1,5.3,1990-03-26
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1991,2.3,1.9,1991-03-28
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1992,0.8,0.8,1992-03-17
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1993,8.2,6.1,1993-03-17
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1994,1.5,0.8,1994-03-16
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1995,0.0,0.0,1995-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1996,1.7,1.6,1996-03-22
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1997,0.0,0.0,1997-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1998,0.2,0.2,1998-03-10
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,1999,2.8,2.1,1999-03-31
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2000,0.0,0.0,2000-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2001,0.7,0.5,2001-04-10
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2002,0.1,0.1,2002-03-16
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2003,5.7,3.6,2003-03-09
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2004,0.0,0.0,2004-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2005,11.8,4.8,2005-03-19
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2006,0.2,0.1,2006-03-16
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2007,1.3,0.8,2007-03-08
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2008,1.2,1.2,2008-03-12
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2009,0.0,0.0,2009-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2010,2.1999999999999997,1.4,2010-03-10
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2011,2.1999999999999997,1.3999999999999997,2011-03-26
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2012,0.0,0.0,2012-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2013,0.0,0.0,2013-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2014,0.0,0.0,2014-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2015,0.0,0.0,2015-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2016,2.0,2.0,2016-03-12
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2017,0.0,0.0,2017-03-01
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2018,0.6666666666666666,0.6666666666666666,2018-03-11
综合5要素_站点_52446_1980_2019_withptype_filled_withptype,2019,0.6666666666666666,0.6666666666666666,2019-03-11
