station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1980,2.6999999999999997,2.4,1980-04-12
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1981,0.0,0.0,1981-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1982,6.6,6.6,1982-05-11
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1983,1.8,1.8,1983-03-24
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1984,0.5,0.3,1984-03-13
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1985,0.6,0.6000000000000001,1985-03-15
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1986,0.0,0.0,1986-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1987,3.2,2.1,1987-03-10
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1988,3.8,2.3,1988-03-24
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1989,2.2,1.2000000000000002,1989-03-12
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1990,9.3,5.9,1990-03-23
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1991,6.5,2.5,1991-03-28
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1992,0.1,0.1,1992-03-17
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1993,13.2,4.8,1993-03-17
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1994,7.1,3.2,1994-03-16
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1995,0.2,0.2,1995-03-24
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1996,5.5,1.3,1996-03-24
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1997,0.0,0.0,1997-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1998,2.2,1.1,1998-03-22
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,1999,8.3,4.2,1999-03-05
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2000,0.0,0.0,2000-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2001,0.8,0.5,2001-03-04
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2002,2.8000000000000003,2.2,2002-03-19
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2003,2.5999999999999996,1.9,2003-03-09
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2004,3.0,1.6,2004-03-04
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2005,17.0,12.900000000000002,2005-03-19
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2006,7.0,4.4,2006-03-15
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2007,15.899999999999999,5.7,2007-03-13
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2008,1.4,1.4,2008-03-31
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2009,0.0,0.0,2009-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2010,14.200000000000001,10.4,2010-03-11
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2011,3.1,1.6,2011-03-19
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2012,12.399999999999999,6.1,2012-04-11
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2013,1.7,1.7,2013-04-04
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2014,0.0,0.0,2014-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2015,0.0,0.0,2015-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2016,3.7,3.7,2016-03-12
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2017,0.0,0.0,2017-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2018,0.0,0.0,2018-03-01
综合5要素_站点_52546_1980_2019_withptype_filled_withptype,2019,0.0,0.0,2019-03-01
