year,total_precipitation,total_snow,total_rain,avg_temperature
1980,380.3,64.49999999999999,315.79999999999995,3.5797814207650274
1981,379.1,38.50000000000001,340.6,3.569589041095891
1982,360.0,11.7,348.3,4.305205479452055
1983,329.4,33.99999999999999,295.4,4.458356164383561
1984,373.2,24.3,348.90000000000003,3.1472677595628418
1985,414.1,40.7,373.40000000000003,3.409315068493151
1986,301.2,29.8,271.40000000000003,3.9019178082191783
1987,302.8,9.6,293.20000000000005,5.1257534246575345
1988,324.6,9.0,315.6000000000001,4.049180327868853
1989,243.9,8.1,235.8,5.104931506849315
1990,503.9,36.5,467.4,4.871780821917809
1991,384.8,30.3,354.5,4.467397260273972
1992,374.5,37.3,337.2,4.419672131147541
1993,289.9,26.5,263.40000000000003,4.111780821917808
1994,384.90000000000003,41.8,343.1,5.314246575342466
1995,402.3,5.0,397.29999999999995,4.550958904109589
1996,449.2,24.0,425.2,4.177868852459016
1997,204.0,16.5,187.5,5.485753424657534
1998,477.6,46.3,431.30000000000007,6.047671232876713
1999,305.7,13.899999999999999,291.8,5.999452054794521
2000,317.5,17.099999999999998,300.40000000000003,4.600273224043716
2001,285.5,24.2,261.29999999999995,5.3802739726027395
2002,407.1,44.300000000000004,362.79999999999995,5.2534246575342465
2003,485.0,93.39999999999999,391.6,4.501369863013698
2004,445.2,22.0,423.20000000000005,5.168306010928961
2005,254.29999999999998,21.400000000000002,232.89999999999998,4.771780821917808
2006,273.4,23.0,250.40000000000003,5.575616438356164
2007,260.0,33.00000000000001,227.00000000000003,5.988219178082192
2008,377.7,25.2,352.50000000000006,4.824863387978143
2009,184.5,6.5,177.99999999999997,5.496712328767123
2010,402.8,41.1,361.7,4.627671232876712
2011,214.0,21.499999999999996,192.5,4.5320547945205485
2012,547.7,54.2,493.50000000000006,4.142349726775957
2013,344.8,12.4,332.4,5.521369863013699
2014,341.8,3.9000000000000004,337.9,5.814794520547945
2015,387.90000000000003,69.29999999999998,318.59999999999997,5.341643835616439
2016,473.6,24.6,449.0,5.3445355191256825
2017,337.9,36.699999999999996,301.2,6.047397260273973
2018,377.5,37.400000000000006,340.1,5.52027397260274
2019,418.23333333333335,22.0,396.23333333333335,5.602922374429223
